ocid,id,parties/0/id,parties/0/memberOf/0/id,parties/0/memberOf/0/name
ocds-lcuori-5170,ocds-lcuori-5170/3-contract,prb3pz-byP1K8,prb3pz,Direccion de la Marina Mercante
ocds-lcuori-5170,ocds-lcuori-5170/3-contract,prb3pz-byP1K8-NzBWyw,prb3pz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5175,ocds-lcuori-5175/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5175,ocds-lcuori-5175/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5176,ocds-lcuori-5176/3-contract,RKZayY-byP1K8,RKZayY,Instituto de Acceso a la Informacion Publica
ocds-lcuori-5176,ocds-lcuori-5176/3-contract,RKZayY-byP1K8-byP1K8,RKZayY-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-5174,ocds-lcuori-5174/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5174,ocds-lcuori-5174/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5179,ocds-lcuori-5179/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5179,ocds-lcuori-5179/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5180,ocds-lcuori-5180/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5180,ocds-lcuori-5180/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5181,ocds-lcuori-5181/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5181,ocds-lcuori-5181/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5182,ocds-lcuori-5182/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5182,ocds-lcuori-5182/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5187,ocds-lcuori-5187/3-contract,7rEMr2-byP1K8,7rEMr2,Cuerpo de Bomberos de Honduras
ocds-lcuori-5187,ocds-lcuori-5187/3-contract,7rEMr2-byP1K8-byP1K8,7rEMr2-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5188,ocds-lcuori-5188/3-contract,6Kdoye-byP1K8,6Kdoye,Poder Judicial
ocds-lcuori-5188,ocds-lcuori-5188/3-contract,6Kdoye-byP1K8-byP1K8,6Kdoye-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5185,ocds-lcuori-5185/3-contract,ArxklK-byP1K8,ArxklK,Universidad de Ciencias Forestales
ocds-lcuori-5185,ocds-lcuori-5185/3-contract,ArxklK-byP1K8-byP1K8,ArxklK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5186,ocds-lcuori-5186/3-contract,7rEMr2-byP1K8,7rEMr2,Cuerpo de Bomberos de Honduras
ocds-lcuori-5186,ocds-lcuori-5186/3-contract,7rEMr2-byP1K8-byP1K8,7rEMr2-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5191,ocds-lcuori-5191/3-contract,wrLvdy-byP1K8,wrLvdy,Instituto Nacional de Prevision del Magisterio
ocds-lcuori-5191,ocds-lcuori-5191/3-contract,wrLvdy-byP1K8-by4Gzd,wrLvdy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5192,ocds-lcuori-5192/3-contract,VyMDzX-byP1K8,VyMDzX,"Secretaria Derechos Humanos, Justicia, Gobernacion y Desc."
ocds-lcuori-5192,ocds-lcuori-5192/3-contract,VyMDzX-byP1K8-PKJ7rO,VyMDzX-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5193,ocds-lcuori-5193/3-contract,NrAEr4-byP1K8,NrAEr4,Fondo Hondure?o de Inversion Social
ocds-lcuori-5193,ocds-lcuori-5193/3-contract,NrAEr4-byP1K8-byP1K8,NrAEr4-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5190,ocds-lcuori-5190/3-contract,VyMDzX-byP1K8,VyMDzX,"Secretaria Derechos Humanos, Justicia, Gobernacion y Desc."
ocds-lcuori-5190,ocds-lcuori-5190/3-contract,VyMDzX-byP1K8-PKJ7rO,VyMDzX-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5194,ocds-lcuori-5194/3-contract,5y28Zr-byP1K8,5y28Zr,Direccion Investigacion y Evaluacion de la Carrera Policial
ocds-lcuori-5194,ocds-lcuori-5194/3-contract,5y28Zr-byP1K8-byP1K8,5y28Zr-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-5196,ocds-lcuori-5196/3-contract,5y28Zr-byP1K8,5y28Zr,Direccion Investigacion y Evaluacion de la Carrera Policial
ocds-lcuori-5196,ocds-lcuori-5196/3-contract,5y28Zr-byP1K8-byP1K8,5y28Zr-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-5197,ocds-lcuori-5197/3-contract,5y28Zr-byP1K8,5y28Zr,Direccion Investigacion y Evaluacion de la Carrera Policial
ocds-lcuori-5197,ocds-lcuori-5197/3-contract,5y28Zr-byP1K8-byP1K8,5y28Zr-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-5198,ocds-lcuori-5198/3-contract,5y28Zr-byP1K8,5y28Zr,Direccion Investigacion y Evaluacion de la Carrera Policial
ocds-lcuori-5198,ocds-lcuori-5198/3-contract,5y28Zr-byP1K8-byP1K8,5y28Zr-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-5199,ocds-lcuori-5199/3-contract,5y28Zr-byP1K8,5y28Zr,Direccion Investigacion y Evaluacion de la Carrera Policial
ocds-lcuori-5199,ocds-lcuori-5199/3-contract,5y28Zr-byP1K8-byP1K8,5y28Zr-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-5204,ocds-lcuori-5204/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5204,ocds-lcuori-5204/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5203,ocds-lcuori-5203/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5203,ocds-lcuori-5203/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5205,ocds-lcuori-5205/3-contract,NrAEr4-byP1K8,NrAEr4,Fondo Hondure?o de Inversion Social
ocds-lcuori-5205,ocds-lcuori-5205/3-contract,NrAEr4-byP1K8-byP1K8,NrAEr4-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5207,ocds-lcuori-5207/3-contract,5y28Zr-byP1K8,5y28Zr,Direccion Investigacion y Evaluacion de la Carrera Policial
ocds-lcuori-5207,ocds-lcuori-5207/3-contract,5y28Zr-byP1K8-byP1K8,5y28Zr-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-5212,ocds-lcuori-5212/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5212,ocds-lcuori-5212/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5209,ocds-lcuori-5209/3-contract,lzlBXK-wr13yl,lzlBXK,Secretaria de Salud
ocds-lcuori-5209,ocds-lcuori-5209/3-contract,lzlBXK-wr13yl-xzkQKd,lzlBXK-wr13yl,GERENCIA ADMINISTRATIVA HOSPITAL GENERAL SAN FELIPE
ocds-lcuori-5210,ocds-lcuori-5210/3-contract,5y28Zr-byP1K8,5y28Zr,Direccion Investigacion y Evaluacion de la Carrera Policial
ocds-lcuori-5210,ocds-lcuori-5210/3-contract,5y28Zr-byP1K8-byP1K8,5y28Zr-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-5233,ocds-lcuori-5233/3-contract,7zvevr-byP1K8,7zvevr,Consejo Nacional Supervisor de Cooperativas
ocds-lcuori-5233,ocds-lcuori-5233/3-contract,7zvevr-byP1K8-byP1K8,7zvevr-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5215,ocds-lcuori-5215/3-contract,NrAEr4-byP1K8,NrAEr4,Fondo Hondure?o de Inversion Social
ocds-lcuori-5215,ocds-lcuori-5215/3-contract,NrAEr4-byP1K8-byP1K8,NrAEr4-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5216,ocds-lcuori-5216/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5216,ocds-lcuori-5216/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5217,ocds-lcuori-5217/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5217,ocds-lcuori-5217/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5218,ocds-lcuori-5218/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5218,ocds-lcuori-5218/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5219,ocds-lcuori-5219/3-contract,5y28Zr-byP1K8,5y28Zr,Direccion Investigacion y Evaluacion de la Carrera Policial
ocds-lcuori-5219,ocds-lcuori-5219/3-contract,5y28Zr-byP1K8-byP1K8,5y28Zr-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-5220,ocds-lcuori-5220/3-contract,5y28Zr-byP1K8,5y28Zr,Direccion Investigacion y Evaluacion de la Carrera Policial
ocds-lcuori-5220,ocds-lcuori-5220/3-contract,5y28Zr-byP1K8-byP1K8,5y28Zr-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-5231,ocds-lcuori-5231/3-contract,lzlBXK-wr13yl,lzlBXK,Secretaria de Salud
ocds-lcuori-5231,ocds-lcuori-5231/3-contract,lzlBXK-wr13yl-xzkQKd,lzlBXK-wr13yl,GERENCIA ADMINISTRATIVA HOSPITAL GENERAL SAN FELIPE
ocds-lcuori-5232,ocds-lcuori-5232/3-contract,7zvevr-byP1K8,7zvevr,Consejo Nacional Supervisor de Cooperativas
ocds-lcuori-5232,ocds-lcuori-5232/3-contract,7zvevr-byP1K8-byP1K8,7zvevr-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5236,ocds-lcuori-5236/3-contract,7zvevr-byP1K8,7zvevr,Consejo Nacional Supervisor de Cooperativas
ocds-lcuori-5236,ocds-lcuori-5236/3-contract,7zvevr-byP1K8-byP1K8,7zvevr-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5237,ocds-lcuori-5237/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5237,ocds-lcuori-5237/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5238,ocds-lcuori-5238/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5238,ocds-lcuori-5238/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5241,ocds-lcuori-5241/3-contract,7zvjMz-byP1K8,7zvjMz,"Secretaria de Recursos Naturales, Ambiente y Minas"
ocds-lcuori-5241,ocds-lcuori-5241/3-contract,7zvjMz-byP1K8-xK3qzP,7zvjMz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5242,ocds-lcuori-5242/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5242,ocds-lcuori-5242/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5243,ocds-lcuori-5243/3-contract,7zv12r-byP1K8,7zv12r,Secretaria de Educacion
ocds-lcuori-5243,ocds-lcuori-5243/3-contract,7zv12r-byP1K8-by4Gzd,7zv12r-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5244,ocds-lcuori-5244/3-contract,7zv12r-byP1K8,7zv12r,Secretaria de Educacion
ocds-lcuori-5244,ocds-lcuori-5244/3-contract,7zv12r-byP1K8-by4Gzd,7zv12r-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5239,ocds-lcuori-5239/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5239,ocds-lcuori-5239/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5240,ocds-lcuori-5240/3-contract,7zvevr-byP1K8,7zvevr,Consejo Nacional Supervisor de Cooperativas
ocds-lcuori-5240,ocds-lcuori-5240/3-contract,7zvevr-byP1K8-byP1K8,7zvevr-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5247,ocds-lcuori-5247/3-contract,lzlBXK-wrLByx,lzlBXK,Secretaria de Salud
ocds-lcuori-5247,ocds-lcuori-5247/3-contract,lzlBXK-wrLByx-NzBWyw,lzlBXK-wrLByx,GERENCIA ADMINISTRATIVA INSTITUTO NACIONAL DEL TORAX
ocds-lcuori-5248,ocds-lcuori-5248/3-contract,7zvjMz-byP1K8,7zvjMz,"Secretaria de Recursos Naturales, Ambiente y Minas"
ocds-lcuori-5248,ocds-lcuori-5248/3-contract,7zvjMz-byP1K8-RyYNKL,7zvjMz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5246,ocds-lcuori-5246/3-contract,NzBwJy-byP1K8,NzBwJy,Ministerio Publico
ocds-lcuori-5246,ocds-lcuori-5246/3-contract,NzBwJy-byP1K8-NzBWyw,NzBwJy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5250,ocds-lcuori-5250/3-contract,gywern-byP1K8,gywern,Secretaria de la Presidencia
ocds-lcuori-5250,ocds-lcuori-5250/3-contract,gywern-byP1K8-NzBWyw,gywern-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5251,ocds-lcuori-5251/3-contract,gywern-byP1K8,gywern,Secretaria de la Presidencia
ocds-lcuori-5251,ocds-lcuori-5251/3-contract,gywern-byP1K8-NzBWyw,gywern-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5257,ocds-lcuori-5257/3-contract,NzB4vK-byP1K8,NzB4vK,Instituto Hondure?o de la Ni?ez y la Familia
ocds-lcuori-5257,ocds-lcuori-5257/3-contract,NzB4vK-byP1K8-NzBWyw,NzB4vK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5258,ocds-lcuori-5258/3-contract,NzB4vK-byP1K8,NzB4vK,Instituto Hondure?o de la Ni?ez y la Familia
ocds-lcuori-5258,ocds-lcuori-5258/3-contract,NzB4vK-byP1K8-NzBWyw,NzB4vK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,gywern-byP1K8,gywern,Secretaria de la Presidencia
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,gywern-byP1K8-NzBWyw,gywern-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,gywern-byP1K8,gywern,Secretaria de la Presidencia
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,gywern-byP1K8-NzBWyw,gywern-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5256,ocds-lcuori-5256/3-contract,7rEMr2-byP1K8,7rEMr2,Cuerpo de Bomberos de Honduras
ocds-lcuori-5256,ocds-lcuori-5256/3-contract,7rEMr2-byP1K8-byP1K8,7rEMr2-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,7zv12r-byP1K8,7zv12r,Secretaria de Educacion
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,7zv12r-byP1K8-by4Gzd,7zv12r-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,gywern-byP1K8,gywern,Secretaria de la Presidencia
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,gywern-byP1K8-NzBWyw,gywern-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5261,ocds-lcuori-5261/3-contract,5zp36r-byP1K8,5zp36r,Patronato Nacional de la Infancia
ocds-lcuori-5261,ocds-lcuori-5261/3-contract,5zp36r-byP1K8-RyYNKL,5zp36r-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5263,ocds-lcuori-5263/3-contract,7zv12r-byP1K8,7zv12r,Secretaria de Educacion
ocds-lcuori-5263,ocds-lcuori-5263/3-contract,7zv12r-byP1K8-by4Gzd,7zv12r-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5268,ocds-lcuori-5268/3-contract,lzlmEy-byP1K8,lzlmEy,"Secretaria de Cultura, Artes y Deportes"
ocds-lcuori-5268,ocds-lcuori-5268/3-contract,lzlmEy-byP1K8-RyYNKL,lzlmEy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5269,ocds-lcuori-5269/3-contract,lzlmEy-byP1K8,lzlmEy,"Secretaria de Cultura, Artes y Deportes"
ocds-lcuori-5269,ocds-lcuori-5269/3-contract,lzlmEy-byP1K8-RyYNKL,lzlmEy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5270,ocds-lcuori-5270/3-contract,lzlmEy-byP1K8,lzlmEy,"Secretaria de Cultura, Artes y Deportes"
ocds-lcuori-5270,ocds-lcuori-5270/3-contract,lzlmEy-byP1K8-RyYNKL,lzlmEy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5274,ocds-lcuori-5274/3-contract,7zv12r-byP1K8,7zv12r,Secretaria de Educacion
ocds-lcuori-5274,ocds-lcuori-5274/3-contract,7zv12r-byP1K8-by4Gzd,7zv12r-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5275,ocds-lcuori-5275/3-contract,BzXm8y-byP1K8,BzXm8y,Instituto Nacional Agrario
ocds-lcuori-5275,ocds-lcuori-5275/3-contract,BzXm8y-byP1K8-byP1K8,BzXm8y-byP1K8,GERENCIA CENTRAL
ocds-lcuori-5277,ocds-lcuori-5277/3-contract,6Kdoye-byP1K8,6Kdoye,Poder Judicial
