ocid,id,language,publisher/name,date,tender/id,tender/localProcurementCategory,tender/procurementMethodDetails,tender/procurementMethod,tag,initiationType,buyer/id,buyer/name
ocds-lcuori-5130,ocds-lcuori-5130/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-16T09:20:21-06:00,5130,goodsOrServices,Convenio Marco,open,contract,tender,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-5135,ocds-lcuori-5135/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-20T10:59:54-06:00,5135,goodsOrServices,Convenio Marco,open,contract,tender,prb3pz-byP1K8-NzBWyw,DEPARTAMENTO DE SEGURIDAD MARITIMA
ocds-lcuori-5134,ocds-lcuori-5134/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-17T09:00:17-06:00,5134,goodsOrServices,Convenio Marco,open,contract,tender,7rEMr2-byP1K8-byP1K8,COMANDANCIA GENERAL
ocds-lcuori-5139,ocds-lcuori-5139/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-20T11:25:48-06:00,5139,goodsOrServices,Convenio Marco,open,contract,tender,prb3pz-byP1K8-NzBWyw,DEPARTAMENTO DE SEGURIDAD MARITIMA
ocds-lcuori-5138,ocds-lcuori-5138/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-20T11:22:04-06:00,5138,goodsOrServices,Convenio Marco,open,contract,tender,prb3pz-byP1K8-NzBWyw,DEPARTAMENTO DE SEGURIDAD MARITIMA
ocds-lcuori-5143,ocds-lcuori-5143/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-20T13:58:36-06:00,5143,goodsOrServices,Convenio Marco,open,contract,tender,xK3GbK-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-5142,ocds-lcuori-5142/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-20T13:36:46-06:00,5142,goodsOrServices,Convenio Marco,open,contract,tender,xK3GbK-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-5144,ocds-lcuori-5144/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-20T14:11:43-06:00,5144,goodsOrServices,Convenio Marco,open,contract,tender,xK3GbK-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-5149,ocds-lcuori-5149/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-21T14:11:04-06:00,5149,goodsOrServices,Convenio Marco,open,contract,tender,NzB4vK-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-5150,ocds-lcuori-5150/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-21T14:51:24-06:00,5150,goodsOrServices,Convenio Marco,open,contract,tender,NzB4vK-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-5151,ocds-lcuori-5151/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-21T15:33:23-06:00,5151,goodsOrServices,Convenio Marco,open,contract,tender,NzB4vK-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-5152,ocds-lcuori-5152/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-22T09:20:20-06:00,5152,goodsOrServices,Convenio Marco,open,contract,tender,prb3pz-byP1K8-NzBWyw,DEPARTAMENTO DE SEGURIDAD MARITIMA
ocds-lcuori-5153,ocds-lcuori-5153/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-22T14:54:09-06:00,5153,goodsOrServices,Convenio Marco,open,contract,tender,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-5156,ocds-lcuori-5156/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-22T15:17:37-06:00,5156,goodsOrServices,Convenio Marco,open,contract,tender,prb3pz-byP1K8-NzBWyw,DEPARTAMENTO DE SEGURIDAD MARITIMA
ocds-lcuori-5155,ocds-lcuori-5155/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-22T15:03:56-06:00,5155,goodsOrServices,Convenio Marco,open,contract,tender,7rEMr2-byP1K8-byP1K8,COMANDANCIA GENERAL
ocds-lcuori-5157,ocds-lcuori-5157/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-22T15:20:23-06:00,5157,goodsOrServices,Convenio Marco,open,contract,tender,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-5160,ocds-lcuori-5160/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-23T14:08:05-06:00,5160,goodsOrServices,Convenio Marco,open,contract,tender,byPVdr-byP1K8-byP1K8,COMISION NACIONAL DE TELECOMUNICACIONES
ocds-lcuori-5163,ocds-lcuori-5163/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-27T13:54:42-06:00,5163,goodsOrServices,Convenio Marco,open,contract,tender,RyYx4z-wr13yl-wr13yl,GERENECIA DE MATERIALES Y SUMINISTROS
ocds-lcuori-5161,ocds-lcuori-5161/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-27T13:53:36-06:00,5161,goodsOrServices,Convenio Marco,open,contract,tender,RyYx4z-wr13yl-wr13yl,GERENECIA DE MATERIALES Y SUMINISTROS
ocds-lcuori-5162,ocds-lcuori-5162/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-27T13:54:26-06:00,5162,goodsOrServices,Convenio Marco,open,contract,tender,RyYx4z-wr13yl-wr13yl,GERENECIA DE MATERIALES Y SUMINISTROS
ocds-lcuori-5167,ocds-lcuori-5167/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-28T09:54:35-06:00,5167,goodsOrServices,Convenio Marco,open,contract,tender,byPVdr-byP1K8-byP1K8,COMISION NACIONAL DE TELECOMUNICACIONES
ocds-lcuori-5410,ocds-lcuori-5410/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-24T11:51:47-06:00,5410,goodsOrServices,Convenio Marco,open,contract,tender,byPB2r-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-5171,ocds-lcuori-5171/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-28T13:42:29-06:00,5171,goodsOrServices,Convenio Marco,open,contract,tender,prb3pz-byP1K8-NzBWyw,DEPARTAMENTO DE SEGURIDAD MARITIMA
ocds-lcuori-5524,ocds-lcuori-5524/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-03-03T15:58:48-06:00,5524,goodsOrServices,Convenio Marco,open,contract,tender,7zv12r-by4Gzd-DznPKL,DIRECCION DEPARTAMENTAL DE EDUCACION DE COPAN
ocds-lcuori-5170,ocds-lcuori-5170/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-28T13:39:16-06:00,5170,goodsOrServices,Convenio Marco,open,contract,tender,prb3pz-byP1K8-NzBWyw,DEPARTAMENTO DE SEGURIDAD MARITIMA
ocds-lcuori-5175,ocds-lcuori-5175/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-29T09:22:18-06:00,5175,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5176,ocds-lcuori-5176/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-29T09:34:09-06:00,5176,goodsOrServices,Convenio Marco,open,contract,tender,RKZayY-byP1K8-byP1K8,DIRECCION ADMINISTRATIVA IAIP
ocds-lcuori-5174,ocds-lcuori-5174/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-29T09:15:26-06:00,5174,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5179,ocds-lcuori-5179/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-30T15:02:53-06:00,5179,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5180,ocds-lcuori-5180/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-30T15:28:20-06:00,5180,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5181,ocds-lcuori-5181/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-30T15:54:40-06:00,5181,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5182,ocds-lcuori-5182/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-30T15:59:31-06:00,5182,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5187,ocds-lcuori-5187/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-31T12:20:08-06:00,5187,goodsOrServices,Convenio Marco,open,contract,tender,7rEMr2-byP1K8-byP1K8,COMANDANCIA GENERAL
ocds-lcuori-5188,ocds-lcuori-5188/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-31T14:19:11-06:00,5188,goodsOrServices,Convenio Marco,open,contract,tender,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-5185,ocds-lcuori-5185/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-31T12:06:11-06:00,5185,goodsOrServices,Convenio Marco,open,contract,tender,ArxklK-byP1K8-byP1K8,DIRECCION CONTROL Y ACTIVIDADES DE APOYO
ocds-lcuori-5186,ocds-lcuori-5186/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-01-31T12:09:16-06:00,5186,goodsOrServices,Convenio Marco,open,contract,tender,7rEMr2-byP1K8-byP1K8,COMANDANCIA GENERAL
ocds-lcuori-5191,ocds-lcuori-5191/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-04T10:11:07-06:00,5191,goodsOrServices,Convenio Marco,open,contract,tender,wrLvdy-byP1K8-by4Gzd,ADMINISTRATIVO
ocds-lcuori-5192,ocds-lcuori-5192/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-04T10:13:25-06:00,5192,goodsOrServices,Convenio Marco,open,contract,tender,VyMDzX-byP1K8-PKJ7rO,ACTIVIDADES CENTRALES
ocds-lcuori-5193,ocds-lcuori-5193/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-04T15:50:45-06:00,5193,goodsOrServices,Convenio Marco,open,contract,tender,NrAEr4-byP1K8-byP1K8,DIRECCION DE FINANZAS Y ADMINISTRACION
ocds-lcuori-5190,ocds-lcuori-5190/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-04T10:10:17-06:00,5190,goodsOrServices,Convenio Marco,open,contract,tender,VyMDzX-byP1K8-PKJ7rO,ACTIVIDADES CENTRALES
ocds-lcuori-5194,ocds-lcuori-5194/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-04T16:07:06-06:00,5194,goodsOrServices,Convenio Marco,open,contract,tender,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5196,ocds-lcuori-5196/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-05T09:28:38-06:00,5196,goodsOrServices,Convenio Marco,open,contract,tender,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5197,ocds-lcuori-5197/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-05T09:45:37-06:00,5197,goodsOrServices,Convenio Marco,open,contract,tender,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5198,ocds-lcuori-5198/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-05T09:49:18-06:00,5198,goodsOrServices,Convenio Marco,open,contract,tender,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5199,ocds-lcuori-5199/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-05T09:51:58-06:00,5199,goodsOrServices,Convenio Marco,open,contract,tender,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5204,ocds-lcuori-5204/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-06T10:16:48-06:00,5204,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5203,ocds-lcuori-5203/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-06T10:08:27-06:00,5203,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5205,ocds-lcuori-5205/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-06T10:20:46-06:00,5205,goodsOrServices,Convenio Marco,open,contract,tender,NrAEr4-byP1K8-byP1K8,DIRECCION DE FINANZAS Y ADMINISTRACION
ocds-lcuori-5207,ocds-lcuori-5207/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-06T11:51:21-06:00,5207,goodsOrServices,Convenio Marco,open,contract,tender,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5212,ocds-lcuori-5212/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-06T13:41:09-06:00,5212,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5209,ocds-lcuori-5209/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-06T12:12:43-06:00,5209,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-wr13yl-xzkQKd,DIRECCION HOSPITAL GENERAL SAN FELIPE
ocds-lcuori-5210,ocds-lcuori-5210/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-06T12:29:32-06:00,5210,goodsOrServices,Convenio Marco,open,contract,tender,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5233,ocds-lcuori-5233/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-10T14:37:53-06:00,5233,goodsOrServices,Convenio Marco,open,contract,tender,7zvevr-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA
ocds-lcuori-5215,ocds-lcuori-5215/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-06T15:01:31-06:00,5215,goodsOrServices,Convenio Marco,open,contract,tender,NrAEr4-byP1K8-byP1K8,DIRECCION DE FINANZAS Y ADMINISTRACION
ocds-lcuori-5216,ocds-lcuori-5216/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-06T15:17:44-06:00,5216,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5217,ocds-lcuori-5217/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-06T15:18:44-06:00,5217,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5218,ocds-lcuori-5218/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-06T15:29:35-06:00,5218,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5219,ocds-lcuori-5219/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-06T16:00:58-06:00,5219,goodsOrServices,Convenio Marco,open,contract,tender,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5220,ocds-lcuori-5220/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-06T16:03:50-06:00,5220,goodsOrServices,Convenio Marco,open,contract,tender,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5231,ocds-lcuori-5231/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-10T13:43:31-06:00,5231,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-wr13yl-xzkQKd,DIRECCION HOSPITAL GENERAL SAN FELIPE
ocds-lcuori-5232,ocds-lcuori-5232/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-10T14:29:32-06:00,5232,goodsOrServices,Convenio Marco,open,contract,tender,7zvevr-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA
ocds-lcuori-5236,ocds-lcuori-5236/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-10T14:55:22-06:00,5236,goodsOrServices,Convenio Marco,open,contract,tender,7zvevr-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA
ocds-lcuori-5237,ocds-lcuori-5237/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-10T15:43:48-06:00,5237,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5238,ocds-lcuori-5238/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-10T15:52:47-06:00,5238,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5241,ocds-lcuori-5241/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-11T09:54:14-06:00,5241,goodsOrServices,Convenio Marco,open,contract,tender,7zvjMz-byP1K8-xK3qzP,UNIDAD DE COMERCIO Y AMBIENTE
ocds-lcuori-5242,ocds-lcuori-5242/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-11T10:33:17-06:00,5242,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5243,ocds-lcuori-5243/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-11T13:41:45-06:00,5243,goodsOrServices,Convenio Marco,open,contract,tender,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5244,ocds-lcuori-5244/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-11T14:02:10-06:00,5244,goodsOrServices,Convenio Marco,open,contract,tender,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5239,ocds-lcuori-5239/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-10T15:57:04-06:00,5239,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5240,ocds-lcuori-5240/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-11T09:47:18-06:00,5240,goodsOrServices,Convenio Marco,open,contract,tender,7zvevr-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA
ocds-lcuori-5247,ocds-lcuori-5247/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-11T14:46:35-06:00,5247,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-wrLByx-NzBWyw,DIRECCION INSTITUTO NACIONAL DEL TORAX
ocds-lcuori-5248,ocds-lcuori-5248/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-12T09:52:12-06:00,5248,goodsOrServices,Convenio Marco,open,contract,tender,7zvjMz-byP1K8-RyYNKL,AUDITORIA INTERNA
ocds-lcuori-5246,ocds-lcuori-5246/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-11T14:34:44-06:00,5246,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5250,ocds-lcuori-5250/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-12T11:22:32-06:00,5250,goodsOrServices,Convenio Marco,open,contract,tender,gywern-byP1K8-NzBWyw,DIRECCION GENERAL DE SERVICIO CIVIL
ocds-lcuori-5251,ocds-lcuori-5251/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-12T11:24:25-06:00,5251,goodsOrServices,Convenio Marco,open,contract,tender,gywern-byP1K8-NzBWyw,DIRECCION GENERAL DE SERVICIO CIVIL
ocds-lcuori-5257,ocds-lcuori-5257/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-12T14:51:37-06:00,5257,goodsOrServices,Convenio Marco,open,contract,tender,NzB4vK-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-5258,ocds-lcuori-5258/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-12T15:32:09-06:00,5258,goodsOrServices,Convenio Marco,open,contract,tender,NzB4vK-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-5254,ocds-lcuori-5254/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-12T12:05:22-06:00,5254,goodsOrServices,Convenio Marco,open,contract,tender,gywern-byP1K8-NzBWyw,DIRECCION GENERAL DE SERVICIO CIVIL
ocds-lcuori-5255,ocds-lcuori-5255/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-12T12:07:43-06:00,5255,goodsOrServices,Convenio Marco,open,contract,tender,gywern-byP1K8-NzBWyw,DIRECCION GENERAL DE SERVICIO CIVIL
ocds-lcuori-5256,ocds-lcuori-5256/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-12T13:58:37-06:00,5256,goodsOrServices,Convenio Marco,open,contract,tender,7rEMr2-byP1K8-byP1K8,COMANDANCIA GENERAL
ocds-lcuori-5265,ocds-lcuori-5265/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-13T13:49:59-06:00,5265,goodsOrServices,Convenio Marco,open,contract,tender,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5260,ocds-lcuori-5260/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-13T09:52:27-06:00,5260,goodsOrServices,Convenio Marco,open,contract,tender,gywern-byP1K8-NzBWyw,DIRECCION GENERAL DE SERVICIO CIVIL
ocds-lcuori-5261,ocds-lcuori-5261/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-13T10:39:21-06:00,5261,goodsOrServices,Convenio Marco,open,contract,tender,5zp36r-byP1K8-RyYNKL,GERENCIA ADMINISTRATIVA
ocds-lcuori-5263,ocds-lcuori-5263/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-13T11:52:41-06:00,5263,goodsOrServices,Convenio Marco,open,contract,tender,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5268,ocds-lcuori-5268/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-13T16:34:14-06:00,5268,goodsOrServices,Convenio Marco,open,contract,tender,lzlmEy-byP1K8-RyYNKL,GERENCIA ADMINISTRATIVA
ocds-lcuori-5269,ocds-lcuori-5269/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-13T16:39:31-06:00,5269,goodsOrServices,Convenio Marco,open,contract,tender,lzlmEy-byP1K8-RyYNKL,GERENCIA ADMINISTRATIVA
ocds-lcuori-5270,ocds-lcuori-5270/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-13T16:43:50-06:00,5270,goodsOrServices,Convenio Marco,open,contract,tender,lzlmEy-byP1K8-RyYNKL,GERENCIA ADMINISTRATIVA
ocds-lcuori-5274,ocds-lcuori-5274/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-14T11:03:38-06:00,5274,goodsOrServices,Convenio Marco,open,contract,tender,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5275,ocds-lcuori-5275/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-14T11:38:09-06:00,5275,goodsOrServices,Convenio Marco,open,contract,tender,BzXm8y-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-5277,ocds-lcuori-5277/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-14T13:34:13-06:00,5277,goodsOrServices,Convenio Marco,open,contract,tender,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-5283,ocds-lcuori-5283/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2014-02-17T11:05:34-06:00,5283,goodsOrServices,Convenio Marco,open,contract,tender,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
