ocid,id,parties/0/id,parties/0/memberOf/0/id,parties/0/memberOf/0/name
ocds-lcuori-234365,ocds-lcuori-234365/1-contract,lzlBXK-az8Qyd,lzlBXK,Secretaria de Salud
ocds-lcuori-234365,ocds-lcuori-234365/1-contract,lzlBXK-az8Qyd-ArxkKR,lzlBXK-az8Qyd,GERENCIA ADMINISTRATIVA HOSPITAL DE ATLANTIDA
ocds-lcuori-234366,ocds-lcuori-234366/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234366,ocds-lcuori-234366/1-contract,lzlBXK-byP1K8-wrLGQK,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234367,ocds-lcuori-234367/1-contract,wrLvdy-byP1K8,wrLvdy,Instituto Nacional de Prevision del Magisterio
ocds-lcuori-234367,ocds-lcuori-234367/1-contract,wrLvdy-byP1K8-by4Gzd,wrLvdy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234368,ocds-lcuori-234368/1-contract,lzlBXK-OzGAKn,lzlBXK,Secretaria de Salud
ocds-lcuori-234368,ocds-lcuori-234368/1-contract,lzlBXK-OzGAKn-5zp8zA,lzlBXK-OzGAKn,GERENCIA ADMIINISTRATIVA HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-234369,ocds-lcuori-234369/1-contract,wrLvdy-byP1K8,wrLvdy,Instituto Nacional de Prevision del Magisterio
ocds-lcuori-234369,ocds-lcuori-234369/1-contract,wrLvdy-byP1K8-by4Gzd,wrLvdy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234370,ocds-lcuori-234370/1-contract,wrLvdy-byP1K8,wrLvdy,Instituto Nacional de Prevision del Magisterio
ocds-lcuori-234370,ocds-lcuori-234370/1-contract,wrLvdy-byP1K8-by4Gzd,wrLvdy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234371,ocds-lcuori-234371/1-contract,wrLvdy-byP1K8,wrLvdy,Instituto Nacional de Prevision del Magisterio
ocds-lcuori-234371,ocds-lcuori-234371/1-contract,wrLvdy-byP1K8-by4Gzd,wrLvdy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234372,ocds-lcuori-234372/1-contract,lzlBXK-byQqyG,lzlBXK,Secretaria de Salud
ocds-lcuori-234372,ocds-lcuori-234372/1-contract,lzlBXK-byQqyG-qyVbya,lzlBXK-byQqyG,GERENCIA ADMINISTRATIVA HOSPITAL PUERTO CORTES
ocds-lcuori-234373,ocds-lcuori-234373/1-contract,wrLvdy-byP1K8,wrLvdy,Instituto Nacional de Prevision del Magisterio
ocds-lcuori-234373,ocds-lcuori-234373/1-contract,wrLvdy-byP1K8-by4Gzd,wrLvdy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234374,ocds-lcuori-234374/1-contract,lzlBXK-5zp8zA,lzlBXK,Secretaria de Salud
ocds-lcuori-234374,ocds-lcuori-234374/1-contract,lzlBXK-5zp8zA-xK3qzP,lzlBXK-5zp8zA,GERENCIA ADMINISTRATIVA HOSPITAL SANTA BARBARA
ocds-lcuori-234375,ocds-lcuori-234375/1-contract,lzlBXK-PKJ7rO,lzlBXK,Secretaria de Salud
ocds-lcuori-234375,ocds-lcuori-234375/1-contract,lzlBXK-PKJ7rO-5y2ZyN,lzlBXK-PKJ7rO,GERENCIA ADMINISTRATIVA HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-234376,ocds-lcuori-234376/1-contract,lzlBXK-wr13yl,lzlBXK,Secretaria de Salud
ocds-lcuori-234376,ocds-lcuori-234376/1-contract,lzlBXK-wr13yl-xzkQKd,lzlBXK-wr13yl,GERENCIA ADMINISTRATIVA HOSPITAL GENERAL SAN FELIPE
ocds-lcuori-234377,ocds-lcuori-234377/1-contract,lzlBXK-wr13yl,lzlBXK,Secretaria de Salud
ocds-lcuori-234377,ocds-lcuori-234377/1-contract,lzlBXK-wr13yl-xzkQKd,lzlBXK-wr13yl,GERENCIA ADMINISTRATIVA HOSPITAL GENERAL SAN FELIPE
ocds-lcuori-234378,ocds-lcuori-234378/1-contract,wrLvdy-byP1K8,wrLvdy,Instituto Nacional de Prevision del Magisterio
ocds-lcuori-234378,ocds-lcuori-234378/1-contract,wrLvdy-byP1K8-by4Gzd,wrLvdy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234379,ocds-lcuori-234379/1-contract,lzlBXK-5zp8zA,lzlBXK,Secretaria de Salud
ocds-lcuori-234379,ocds-lcuori-234379/1-contract,lzlBXK-5zp8zA-xK3qzP,lzlBXK-5zp8zA,GERENCIA ADMINISTRATIVA HOSPITAL SANTA BARBARA
ocds-lcuori-234387,ocds-lcuori-234387/1-contract,lzlBXK-5zp8zA,lzlBXK,Secretaria de Salud
ocds-lcuori-234387,ocds-lcuori-234387/1-contract,lzlBXK-5zp8zA-xK3qzP,lzlBXK-5zp8zA,GERENCIA ADMINISTRATIVA HOSPITAL SANTA BARBARA
ocds-lcuori-234388,ocds-lcuori-234388/2-contract,lzlBXK-by4Gzd,lzlBXK,Secretaria de Salud
ocds-lcuori-234388,ocds-lcuori-234388/2-contract,lzlBXK-by4Gzd-RyYNKL,lzlBXK-by4Gzd,GERENCIA ADMINISTRATIVA HOSPITAL GABRIELA ALVARADO
ocds-lcuori-234389,ocds-lcuori-234389/1-contract,wrLQmz-byP1K8,wrLQmz,Universidad Nacional de Agricultura
ocds-lcuori-234389,ocds-lcuori-234389/1-contract,wrLQmz-byP1K8-byP1K8,wrLQmz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234390,ocds-lcuori-234390/1-contract,lzlBXK-wrL0Br,lzlBXK,Secretaria de Salud
ocds-lcuori-234390,ocds-lcuori-234390/1-contract,lzlBXK-wrL0Br-NzBBWz,lzlBXK-wrL0Br,GERENCIA ADMINISTRATIVA DEPARTAMENTO DE YORO
ocds-lcuori-234391,ocds-lcuori-234391/1-contract,lzlBXK-wr13yl,lzlBXK,Secretaria de Salud
ocds-lcuori-234391,ocds-lcuori-234391/1-contract,lzlBXK-wr13yl-xzkQKd,lzlBXK-wr13yl,GERENCIA ADMINISTRATIVA HOSPITAL GENERAL SAN FELIPE
ocds-lcuori-234392,ocds-lcuori-234392/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234392,ocds-lcuori-234392/1-contract,lzlBXK-byP1K8-7zv0MK,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234393,ocds-lcuori-234393/1-contract,lzlBXK-wr13yl,lzlBXK,Secretaria de Salud
ocds-lcuori-234393,ocds-lcuori-234393/1-contract,lzlBXK-wr13yl-xzkQKd,lzlBXK-wr13yl,GERENCIA ADMINISTRATIVA HOSPITAL GENERAL SAN FELIPE
ocds-lcuori-234394,ocds-lcuori-234394/1-contract,wrLQmz-byP1K8,wrLQmz,Universidad Nacional de Agricultura
ocds-lcuori-234394,ocds-lcuori-234394/1-contract,wrLQmz-byP1K8-byP1K8,wrLQmz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234395,ocds-lcuori-234395/1-contract,wrLQmz-byP1K8,wrLQmz,Universidad Nacional de Agricultura
ocds-lcuori-234395,ocds-lcuori-234395/1-contract,wrLQmz-byP1K8-byP1K8,wrLQmz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234396,ocds-lcuori-234396/1-contract,lzlBXK-wrL0Br,lzlBXK,Secretaria de Salud
ocds-lcuori-234396,ocds-lcuori-234396/1-contract,lzlBXK-wrL0Br-NzBBWz,lzlBXK-wrL0Br,GERENCIA ADMINISTRATIVA DEPARTAMENTO DE YORO
ocds-lcuori-234397,ocds-lcuori-234397/1-contract,wrLQmz-byP1K8,wrLQmz,Universidad Nacional de Agricultura
ocds-lcuori-234397,ocds-lcuori-234397/1-contract,wrLQmz-byP1K8-byP1K8,wrLQmz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234398,ocds-lcuori-234398/1-contract,rNxg0y-byP1K8,rNxg0y,"Secretaria de Gobernacion, Justicia y Descentralizacion"
ocds-lcuori-234398,ocds-lcuori-234398/1-contract,rNxg0y-byP1K8-byP1K8,rNxg0y-byP1K8,Gerencia Central
ocds-lcuori-234399,ocds-lcuori-234399/1-contract,lzlBXK-VyOdKM,lzlBXK,Secretaria de Salud
ocds-lcuori-234399,ocds-lcuori-234399/1-contract,lzlBXK-VyOdKM-lzWOzp,lzlBXK-VyOdKM,GERENCIA ADMINISTRATIVA HOSPITAL SAN FRANCISCO
ocds-lcuori-234400,ocds-lcuori-234400/1-contract,lzlBXK-VyOdKM,lzlBXK,Secretaria de Salud
ocds-lcuori-234400,ocds-lcuori-234400/1-contract,lzlBXK-VyOdKM-lzWOzp,lzlBXK-VyOdKM,GERENCIA ADMINISTRATIVA HOSPITAL SAN FRANCISCO
ocds-lcuori-234401,ocds-lcuori-234401/1-contract,wrLGBK-byP1K8,wrLGBK,Agencia Hondure?a de Aeronautica Civil
ocds-lcuori-234401,ocds-lcuori-234401/1-contract,wrLGBK-byP1K8-by4Gzd,wrLGBK-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-234402,ocds-lcuori-234402/1-contract,wrLGBK-byP1K8,wrLGBK,Agencia Hondure?a de Aeronautica Civil
ocds-lcuori-234402,ocds-lcuori-234402/1-contract,wrLGBK-byP1K8-by4Gzd,wrLGBK-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-234403,ocds-lcuori-234403/1-contract,wrLGBK-byP1K8,wrLGBK,Agencia Hondure?a de Aeronautica Civil
ocds-lcuori-234403,ocds-lcuori-234403/1-contract,wrLGBK-byP1K8-by4Gzd,wrLGBK-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-234404,ocds-lcuori-234404/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234404,ocds-lcuori-234404/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234409,ocds-lcuori-234409/1-contract,byP11K-byP1K8,byP11K,Instituto Nacional de Migracion
ocds-lcuori-234409,ocds-lcuori-234409/1-contract,byP11K-byP1K8-byP1K8,byP11K-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-234420,ocds-lcuori-234420/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234420,ocds-lcuori-234420/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234535,ocds-lcuori-234535/1-contract,yOnolz-byP1K8,yOnolz,"Comite Nacional de Prevencion contra la Tortura, Tratos Crueles, Inhumanos y Degradantes"
ocds-lcuori-234535,ocds-lcuori-234535/1-contract,yOnolz-byP1K8-byP1K8,yOnolz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234421,ocds-lcuori-234421/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234421,ocds-lcuori-234421/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234536,ocds-lcuori-234536/2-contract,NzBWWy-byP1K8,NzBWWy,Secretaria de Defensa
ocds-lcuori-234536,ocds-lcuori-234536/2-contract,NzBWWy-byP1K8-5y2ZyN,NzBWWy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234422,ocds-lcuori-234422/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234422,ocds-lcuori-234422/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234423,ocds-lcuori-234423/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234423,ocds-lcuori-234423/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234537,ocds-lcuori-234537/1-contract,7rEMr2-byP1K8,7rEMr2,Cuerpo de Bomberos de Honduras
ocds-lcuori-234537,ocds-lcuori-234537/1-contract,7rEMr2-byP1K8-az8Qyd,7rEMr2-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234424,ocds-lcuori-234424/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234424,ocds-lcuori-234424/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234538,ocds-lcuori-234538/1-contract,yOnolz-byP1K8,yOnolz,"Comite Nacional de Prevencion contra la Tortura, Tratos Crueles, Inhumanos y Degradantes"
ocds-lcuori-234538,ocds-lcuori-234538/1-contract,yOnolz-byP1K8-byP1K8,yOnolz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234425,ocds-lcuori-234425/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234425,ocds-lcuori-234425/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234426,ocds-lcuori-234426/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234426,ocds-lcuori-234426/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234431,ocds-lcuori-234431/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234431,ocds-lcuori-234431/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234432,ocds-lcuori-234432/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234432,ocds-lcuori-234432/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234433,ocds-lcuori-234433/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234433,ocds-lcuori-234433/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234434,ocds-lcuori-234434/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234434,ocds-lcuori-234434/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234539,ocds-lcuori-234539/1-contract,lzlBXK-NzBWyw,lzlBXK,Secretaria de Salud
ocds-lcuori-234539,ocds-lcuori-234539/1-contract,lzlBXK-NzBWyw-byP1K8,lzlBXK-NzBWyw,GERENCIA ADMINISTRATIVA HOSPITAL ESCUELA
ocds-lcuori-234435,ocds-lcuori-234435/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234435,ocds-lcuori-234435/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234540,ocds-lcuori-234540/1-contract,NzBWWy-byP1K8,NzBWWy,Secretaria de Defensa
ocds-lcuori-234540,ocds-lcuori-234540/1-contract,NzBWWy-byP1K8-5y2ZyN,NzBWWy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234436,ocds-lcuori-234436/1-contract,lzlBXK-wr13yl,lzlBXK,Secretaria de Salud
ocds-lcuori-234436,ocds-lcuori-234436/1-contract,lzlBXK-wr13yl-xzkQKd,lzlBXK-wr13yl,GERENCIA ADMINISTRATIVA HOSPITAL GENERAL SAN FELIPE
ocds-lcuori-234541,ocds-lcuori-234541/1-contract,lzlBXK-byQqyG,lzlBXK,Secretaria de Salud
ocds-lcuori-234541,ocds-lcuori-234541/1-contract,lzlBXK-byQqyG-qyVbya,lzlBXK-byQqyG,GERENCIA ADMINISTRATIVA HOSPITAL PUERTO CORTES
ocds-lcuori-234437,ocds-lcuori-234437/1-contract,lzlBXK-wr13yl,lzlBXK,Secretaria de Salud
ocds-lcuori-234437,ocds-lcuori-234437/1-contract,lzlBXK-wr13yl-xzkQKd,lzlBXK-wr13yl,GERENCIA ADMINISTRATIVA HOSPITAL GENERAL SAN FELIPE
ocds-lcuori-234542,ocds-lcuori-234542/1-contract,lzlBXK-byQqyG,lzlBXK,Secretaria de Salud
ocds-lcuori-234542,ocds-lcuori-234542/1-contract,lzlBXK-byQqyG-qyVbya,lzlBXK-byQqyG,GERENCIA ADMINISTRATIVA HOSPITAL PUERTO CORTES
ocds-lcuori-234438,ocds-lcuori-234438/1-contract,6Kdoye-byP1K8,6Kdoye,Poder Judicial
ocds-lcuori-234438,ocds-lcuori-234438/1-contract,6Kdoye-byP1K8-byP1K8,6Kdoye-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234543,ocds-lcuori-234543/1-contract,NzBWWy-byP1K8,NzBWWy,Secretaria de Defensa
ocds-lcuori-234543,ocds-lcuori-234543/1-contract,NzBWWy-byP1K8-5y2ZyN,NzBWWy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234439,ocds-lcuori-234439/1-contract,lzlBXK-byQqyG,lzlBXK,Secretaria de Salud
ocds-lcuori-234439,ocds-lcuori-234439/1-contract,lzlBXK-byQqyG-qyVbya,lzlBXK-byQqyG,GERENCIA ADMINISTRATIVA HOSPITAL PUERTO CORTES
ocds-lcuori-234544,ocds-lcuori-234544/1-contract,lzlBXK-byQqyG,lzlBXK,Secretaria de Salud
ocds-lcuori-234544,ocds-lcuori-234544/1-contract,lzlBXK-byQqyG-qyVbya,lzlBXK-byQqyG,GERENCIA ADMINISTRATIVA HOSPITAL PUERTO CORTES
ocds-lcuori-234545,ocds-lcuori-234545/1-contract,lzlBXK-byQqyG,lzlBXK,Secretaria de Salud
ocds-lcuori-234545,ocds-lcuori-234545/1-contract,lzlBXK-byQqyG-qyVbya,lzlBXK-byQqyG,GERENCIA ADMINISTRATIVA HOSPITAL PUERTO CORTES
ocds-lcuori-234440,ocds-lcuori-234440/1-contract,lzlBXK-NzBWyw,lzlBXK,Secretaria de Salud
ocds-lcuori-234440,ocds-lcuori-234440/1-contract,lzlBXK-NzBWyw-byP1K8,lzlBXK-NzBWyw,GERENCIA ADMINISTRATIVA HOSPITAL ESCUELA
ocds-lcuori-234546,ocds-lcuori-234546/1-contract,yOnolz-byP1K8,yOnolz,"Comite Nacional de Prevencion contra la Tortura, Tratos Crueles, Inhumanos y Degradantes"
ocds-lcuori-234546,ocds-lcuori-234546/1-contract,yOnolz-byP1K8-byP1K8,yOnolz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234441,ocds-lcuori-234441/1-contract,yOnolz-byP1K8,yOnolz,"Comite Nacional de Prevencion contra la Tortura, Tratos Crueles, Inhumanos y Degradantes"
ocds-lcuori-234441,ocds-lcuori-234441/1-contract,yOnolz-byP1K8-byP1K8,yOnolz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234547,ocds-lcuori-234547/1-contract,yOnolz-byP1K8,yOnolz,"Comite Nacional de Prevencion contra la Tortura, Tratos Crueles, Inhumanos y Degradantes"
ocds-lcuori-234547,ocds-lcuori-234547/1-contract,yOnolz-byP1K8-byP1K8,yOnolz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234442,ocds-lcuori-234442/1-contract,yOnolz-byP1K8,yOnolz,"Comite Nacional de Prevencion contra la Tortura, Tratos Crueles, Inhumanos y Degradantes"
ocds-lcuori-234442,ocds-lcuori-234442/1-contract,yOnolz-byP1K8-byP1K8,yOnolz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234548,ocds-lcuori-234548/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234548,ocds-lcuori-234548/1-contract,lzlBXK-byP1K8-wrLGQK,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234443,ocds-lcuori-234443/1-contract,ero6KM-byP1K8,ero6KM,Instituto de la Propiedad
ocds-lcuori-234443,ocds-lcuori-234443/1-contract,ero6KM-byP1K8-byP1K8,ero6KM-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234549,ocds-lcuori-234549/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234549,ocds-lcuori-234549/1-contract,lzlBXK-byP1K8-wrLGQK,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234444,ocds-lcuori-234444/1-contract,yOnolz-byP1K8,yOnolz,"Comite Nacional de Prevencion contra la Tortura, Tratos Crueles, Inhumanos y Degradantes"
ocds-lcuori-234444,ocds-lcuori-234444/1-contract,yOnolz-byP1K8-byP1K8,yOnolz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234550,ocds-lcuori-234550/1-contract,7rEMr2-byP1K8,7rEMr2,Cuerpo de Bomberos de Honduras
ocds-lcuori-234550,ocds-lcuori-234550/1-contract,7rEMr2-byP1K8-JyjxrP,7rEMr2-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234445,ocds-lcuori-234445/1-contract,lzlBXK-VyOdKM,lzlBXK,Secretaria de Salud
ocds-lcuori-234445,ocds-lcuori-234445/1-contract,lzlBXK-VyOdKM-lzWOzp,lzlBXK-VyOdKM,GERENCIA ADMINISTRATIVA HOSPITAL SAN FRANCISCO
ocds-lcuori-234551,ocds-lcuori-234551/1-contract,NzBWWy-byP1K8,NzBWWy,Secretaria de Defensa
ocds-lcuori-234551,ocds-lcuori-234551/1-contract,NzBWWy-byP1K8-5y2ZyN,NzBWWy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234446,ocds-lcuori-234446/1-contract,byP11K-byP1K8,byP11K,Instituto Nacional de Migracion
ocds-lcuori-234446,ocds-lcuori-234446/1-contract,byP11K-byP1K8-byP1K8,byP11K-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-234552,ocds-lcuori-234552/2-contract,NzBWWy-byP1K8,NzBWWy,Secretaria de Defensa
ocds-lcuori-234552,ocds-lcuori-234552/2-contract,NzBWWy-byP1K8-5y2ZyN,NzBWWy-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234447,ocds-lcuori-234447/1-contract,KdEgbr-byP1K8,KdEgbr,Direccion Nacional de Parques y Recreacion
ocds-lcuori-234447,ocds-lcuori-234447/1-contract,KdEgbr-byP1K8-byP1K8,KdEgbr-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234553,ocds-lcuori-234553/1-contract,lzlBXK-PKJ7rO,lzlBXK,Secretaria de Salud
ocds-lcuori-234553,ocds-lcuori-234553/1-contract,lzlBXK-PKJ7rO-5y2ZyN,lzlBXK-PKJ7rO,GERENCIA ADMINISTRATIVA HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-234554,ocds-lcuori-234554/1-contract,lzlBXK-PKJ7rO,lzlBXK,Secretaria de Salud
ocds-lcuori-234554,ocds-lcuori-234554/1-contract,lzlBXK-PKJ7rO-5y2ZyN,lzlBXK-PKJ7rO,GERENCIA ADMINISTRATIVA HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-234555,ocds-lcuori-234555/2-contract,lzlBXK-PKJ7rO,lzlBXK,Secretaria de Salud
ocds-lcuori-234555,ocds-lcuori-234555/2-contract,lzlBXK-PKJ7rO-5y2ZyN,lzlBXK-PKJ7rO,GERENCIA ADMINISTRATIVA HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-234449,ocds-lcuori-234449/1-contract,lzlBXK-RKZayY,lzlBXK,Secretaria de Salud
ocds-lcuori-234449,ocds-lcuori-234449/1-contract,lzlBXK-RKZayY-PrDByx,lzlBXK-RKZayY,GERENCIA ADMINISTRATIVA DEPARTAMENTO DE COMAYAGUA
ocds-lcuori-234556,ocds-lcuori-234556/2-contract,lzlBXK-PKJ7rO,lzlBXK,Secretaria de Salud
ocds-lcuori-234556,ocds-lcuori-234556/2-contract,lzlBXK-PKJ7rO-5y2ZyN,lzlBXK-PKJ7rO,GERENCIA ADMINISTRATIVA HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-234450,ocds-lcuori-234450/1-contract,lzlBXK-wr13yl,lzlBXK,Secretaria de Salud
ocds-lcuori-234450,ocds-lcuori-234450/1-contract,lzlBXK-wr13yl-xzkQKd,lzlBXK-wr13yl,GERENCIA ADMINISTRATIVA HOSPITAL GENERAL SAN FELIPE
ocds-lcuori-234451,ocds-lcuori-234451/2-contract,gywRvz-byP1K8,gywRvz,Secretaria de Trabajo y Seguridad Social
ocds-lcuori-234451,ocds-lcuori-234451/2-contract,gywRvz-byP1K8-wr13yl,gywRvz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234452,ocds-lcuori-234452/1-contract,lzlBXK-VyOdKM,lzlBXK,Secretaria de Salud
ocds-lcuori-234452,ocds-lcuori-234452/1-contract,lzlBXK-VyOdKM-lzWOzp,lzlBXK-VyOdKM,GERENCIA ADMINISTRATIVA HOSPITAL SAN FRANCISCO
ocds-lcuori-234453,ocds-lcuori-234453/2-contract,gywRvz-byP1K8,gywRvz,Secretaria de Trabajo y Seguridad Social
ocds-lcuori-234453,ocds-lcuori-234453/2-contract,gywRvz-byP1K8-wr13yl,gywRvz-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234454,ocds-lcuori-234454/1-contract,byP11K-byP1K8,byP11K,Instituto Nacional de Migracion
ocds-lcuori-234454,ocds-lcuori-234454/1-contract,byP11K-byP1K8-byP1K8,byP11K-byP1K8,GERENCIA_CENTRAL
ocds-lcuori-234455,ocds-lcuori-234455/1-contract,VyMJlK-byP1K8,VyMJlK,Secretaria de Agricultura y Ganaderia
ocds-lcuori-234455,ocds-lcuori-234455/1-contract,VyMJlK-byP1K8-qyVbya,VyMJlK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234456,ocds-lcuori-234456/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234456,ocds-lcuori-234456/1-contract,lzlBXK-byP1K8-wrLGQK,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234457,ocds-lcuori-234457/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234457,ocds-lcuori-234457/1-contract,lzlBXK-byP1K8-wrLGQK,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234458,ocds-lcuori-234458/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234458,ocds-lcuori-234458/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234459,ocds-lcuori-234459/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234459,ocds-lcuori-234459/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234460,ocds-lcuori-234460/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234460,ocds-lcuori-234460/1-contract,lzlBXK-byP1K8-NzBWJy,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234461,ocds-lcuori-234461/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234461,ocds-lcuori-234461/1-contract,lzlBXK-byP1K8-wrLGQK,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234462,ocds-lcuori-234462/1-contract,lzlBXK-byP1K8,lzlBXK,Secretaria de Salud
ocds-lcuori-234462,ocds-lcuori-234462/1-contract,lzlBXK-byP1K8-wrLGQK,lzlBXK-byP1K8,GERENCIA CENTRAL
ocds-lcuori-234557,ocds-lcuori-234557/1-contract,wrLGBK-byP1K8,wrLGBK,Agencia Hondure?a de Aeronautica Civil
ocds-lcuori-234557,ocds-lcuori-234557/1-contract,wrLGBK-byP1K8-by4Gzd,wrLGBK-byP1K8,GERENCIA_CENTRAL
