ocid,id,language,publisher/name,date,tender/id,tender/localProcurementCategory,tender/procurementMethodDetails,tender/procurementMethod,tag,initiationType,buyer/id,buyer/name
ocds-lcuori-7055,ocds-lcuori-7055/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-09-14T11:01:31-06:00,7055,goodsOrServices,Convenio Marco,open,contract,tender,byPB2r-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-7056,ocds-lcuori-7056/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-09-14T11:05:17-06:00,7056,goodsOrServices,Convenio Marco,open,contract,tender,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-7057,ocds-lcuori-7057/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-09-14T11:07:28-06:00,7057,goodsOrServices,Convenio Marco,open,contract,tender,xK3jEy-byP1K8-wrLByx,DIVISION ADMINISTRATIVA
ocds-lcuori-7058,ocds-lcuori-7058/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-09-14T11:08:06-06:00,7058,goodsOrServices,Convenio Marco,open,contract,tender,byPB2r-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-7059,ocds-lcuori-7059/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-09-14T11:13:52-06:00,7059,goodsOrServices,Convenio Marco,open,contract,tender,7zv12r-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-7060,ocds-lcuori-7060/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-09-14T11:14:17-06:00,7060,goodsOrServices,Convenio Marco,open,contract,tender,xK3jEy-byP1K8-wrLByx,DIVISION ADMINISTRATIVA
ocds-lcuori-7061,ocds-lcuori-7061/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-09-14T11:18:55-06:00,7061,goodsOrServices,Convenio Marco,open,contract,tender,xK3jEy-byP1K8-wrLByx,DIVISION ADMINISTRATIVA
ocds-lcuori-10538,ocds-lcuori-10538/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-11-30T17:44:29-06:00,10538,goodsOrServices,Convenio Marco,open,contract,tender,PKJ7rO-byP1K8-wrLByx,CONSERVACION DE LAS AREAS PROTEGIDAS Y VIDA SILVESTRE
ocds-lcuori-7236,ocds-lcuori-7236/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-09-24T11:37:51-06:00,7236,goodsOrServices,Convenio Marco,open,contract,tender,yYNRRK-byP1K8-byP1K8,Unidad Central
ocds-lcuori-7264,ocds-lcuori-7264/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-09-25T10:19:28-06:00,7264,goodsOrServices,Convenio Marco,open,contract,tender,gywern-byP1K8-6Kdoye,GERENCIA ADMINISTRATIVA
ocds-lcuori-5872,ocds-lcuori-5872/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-01T15:02:00-06:00,5872,goodsOrServices,Convenio Marco,open,contract,tender,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-7324,ocds-lcuori-7324/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-09-28T14:45:17-06:00,7324,goodsOrServices,Convenio Marco,open,contract,tender,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-5873,ocds-lcuori-5873/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-01T15:26:29-06:00,5873,goodsOrServices,Convenio Marco,open,contract,tender,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-5874,ocds-lcuori-5874/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-02T10:08:04-06:00,5874,goodsOrServices,Convenio Marco,open,contract,tender,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-5875,ocds-lcuori-5875/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-02T10:15:25-06:00,5875,goodsOrServices,Convenio Marco,open,contract,tender,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-5876,ocds-lcuori-5876/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-02T10:19:48-06:00,5876,goodsOrServices,Convenio Marco,open,contract,tender,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-5877,ocds-lcuori-5877/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-02T10:23:57-06:00,5877,goodsOrServices,Convenio Marco,open,contract,tender,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-5878,ocds-lcuori-5878/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-02T10:28:16-06:00,5878,goodsOrServices,Convenio Marco,open,contract,tender,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-5891,ocds-lcuori-5891/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-03T15:07:51-06:00,5891,goodsOrServices,Convenio Marco,open,contract,tender,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5892,ocds-lcuori-5892/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-06T13:12:06-06:00,5892,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-NrAEr4-prbvrM,DIRECCION HOSPITAL JUAN MANUEL GALVEZ
ocds-lcuori-7880,ocds-lcuori-7880/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-10-15T14:56:18-06:00,7880,goodsOrServices,Convenio Marco,open,contract,tender,by4dly-byP1K8-QrN6r0,SERVICIOS DE COMPRAS Y SUMINISTROS
ocds-lcuori-7916,ocds-lcuori-7916/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-10-16T09:27:17-06:00,7916,goodsOrServices,Convenio Marco,open,contract,tender,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-7996,ocds-lcuori-7996/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-10-19T09:21:18-06:00,7996,goodsOrServices,Convenio Marco,open,contract,tender,wrLByx-byP1K8-byP1K8,OFICINA CENTRAL
ocds-lcuori-10540,ocds-lcuori-10540/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-11-30T17:46:07-06:00,10540,goodsOrServices,Convenio Marco,open,contract,tender,PKJ7rO-byP1K8-wrLByx,CONSERVACION DE LAS AREAS PROTEGIDAS Y VIDA SILVESTRE
ocds-lcuori-6410,ocds-lcuori-6410/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T13:24:33-06:00,6410,goodsOrServices,Convenio Marco,open,contract,tender,nz0RKj-byP1K8-byP1K8,OFICINA DE ADMINISTRACION
ocds-lcuori-5897,ocds-lcuori-5897/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-07T08:27:51-06:00,5897,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-NrAEr4-prbvrM,DIRECCION HOSPITAL JUAN MANUEL GALVEZ
ocds-lcuori-6450,ocds-lcuori-6450/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T14:21:22-06:00,6450,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-2rRMKL-nz0RKj,DIRECCION DEPARTAMENTAL DE FRANCISCO MORAZAN
ocds-lcuori-6451,ocds-lcuori-6451/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T14:29:18-06:00,6451,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-5zp8zA,TESORERIA GENERAL DE LA REPUBLICA
ocds-lcuori-6518,ocds-lcuori-6518/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-20T09:52:24-06:00,6518,goodsOrServices,Convenio Marco,open,contract,tender,wrL9Pz-byP1K8-6Kdoye,SUBGERENCIA ADMINISTRATIVA
ocds-lcuori-5829,ocds-lcuori-5829/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-07T11:33:19-06:00,5829,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5833,ocds-lcuori-5833/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-08T13:39:08-06:00,5833,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5837,ocds-lcuori-5837/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-10T14:03:06-06:00,5837,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5840,ocds-lcuori-5840/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-12T14:06:31-06:00,5840,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5839,ocds-lcuori-5839/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-12T13:39:59-06:00,5839,goodsOrServices,Convenio Marco,open,contract,tender,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5841,ocds-lcuori-5841/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-15T14:10:59-06:00,5841,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5844,ocds-lcuori-5844/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-18T15:08:16-06:00,5844,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5845,ocds-lcuori-5845/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-18T16:50:54-06:00,5845,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5849,ocds-lcuori-5849/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-24T14:22:53-06:00,5849,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-5851,ocds-lcuori-5851/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-25T11:21:32-06:00,5851,goodsOrServices,Convenio Marco,open,contract,tender,6Kdoye-byP1K8-byP1K8,CORTE SUPREMA DE JUSTICIA
ocds-lcuori-5852,ocds-lcuori-5852/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-26T11:55:15-06:00,5852,goodsOrServices,Convenio Marco,open,contract,tender,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-5862,ocds-lcuori-5862/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-29T10:36:21-06:00,5862,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-5866,ocds-lcuori-5866/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-29T14:51:13-06:00,5866,goodsOrServices,Convenio Marco,open,contract,tender,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-5864,ocds-lcuori-5864/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-29T12:12:59-06:00,5864,goodsOrServices,Convenio Marco,open,contract,tender,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-5865,ocds-lcuori-5865/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-06-29T13:40:03-06:00,5865,goodsOrServices,Convenio Marco,open,contract,tender,byPqXK-byP1K8-NzBWyw,UNIDAD EJECUTORA CENTRAL DE AMDC
ocds-lcuori-5869,ocds-lcuori-5869/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-01T13:57:28-06:00,5869,goodsOrServices,Convenio Marco,open,contract,tender,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-5871,ocds-lcuori-5871/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-01T14:45:14-06:00,5871,goodsOrServices,Convenio Marco,open,contract,tender,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-5868,ocds-lcuori-5868/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-01T11:31:23-06:00,5868,goodsOrServices,Convenio Marco,open,contract,tender,nz04Yz-byP1K8-7zv2zR,TRANSPARENCIA Y MODERNIZACION DEL ESTADO
ocds-lcuori-5881,ocds-lcuori-5881/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-02T11:34:06-06:00,5881,goodsOrServices,Convenio Marco,open,contract,tender,7zvevr-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA
ocds-lcuori-5882,ocds-lcuori-5882/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-02T11:47:34-06:00,5882,goodsOrServices,Convenio Marco,open,contract,tender,7zvevr-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA
ocds-lcuori-5912,ocds-lcuori-5912/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T10:55:28-06:00,5912,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-NrAEr4-prbvrM,DIRECCION HOSPITAL JUAN MANUEL GALVEZ
ocds-lcuori-5880,ocds-lcuori-5880/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-02T11:06:35-06:00,5880,goodsOrServices,Convenio Marco,open,contract,tender,7zvevr-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA
ocds-lcuori-5887,ocds-lcuori-5887/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-02T14:59:52-06:00,5887,goodsOrServices,Convenio Marco,open,contract,tender,by46gr-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-5888,ocds-lcuori-5888/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-03T14:50:40-06:00,5888,goodsOrServices,Convenio Marco,open,contract,tender,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5885,ocds-lcuori-5885/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-02T14:43:15-06:00,5885,goodsOrServices,Convenio Marco,open,contract,tender,by46gr-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-5889,ocds-lcuori-5889/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-03T14:54:37-06:00,5889,goodsOrServices,Convenio Marco,open,contract,tender,5y28Zr-byP1K8-byP1K8,DIRECCION Y COORDINACION SUPERIOR
ocds-lcuori-5895,ocds-lcuori-5895/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-06T15:16:49-06:00,5895,goodsOrServices,Convenio Marco,open,contract,tender,xK3GbK-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-7571,ocds-lcuori-7571/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-10-05T11:04:23-06:00,7571,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-byQqyG-qyVbya,DIRECCION HOSPITAL DE PUERTO CORTES
ocds-lcuori-5894,ocds-lcuori-5894/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-06T13:15:39-06:00,5894,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-NrAEr4-prbvrM,DIRECCION HOSPITAL JUAN MANUEL GALVEZ
ocds-lcuori-5901,ocds-lcuori-5901/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-07T14:59:14-06:00,5901,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5905,ocds-lcuori-5905/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-07T15:37:02-06:00,5905,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-5906,ocds-lcuori-5906/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-07T15:41:46-06:00,5906,goodsOrServices,Convenio Marco,open,contract,tender,ZK59Kp-byP1K8-byP1K8,CONVIVIENDA
ocds-lcuori-5910,ocds-lcuori-5910/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T10:44:11-06:00,5910,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-DznPKL-QrN6r0,DIRECCION HOSPITAL DR. ENRIQUE AGUILAR CERRATO
ocds-lcuori-5913,ocds-lcuori-5913/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T11:03:26-06:00,5913,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-DznPKL-QrN6r0,DIRECCION HOSPITAL DR. ENRIQUE AGUILAR CERRATO
ocds-lcuori-5908,ocds-lcuori-5908/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T09:49:33-06:00,5908,goodsOrServices,Convenio Marco,open,contract,tender,nz04Yz-byP1K8-7zv2zR,TRANSPARENCIA Y MODERNIZACION DEL ESTADO
ocds-lcuori-5914,ocds-lcuori-5914/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T11:15:26-06:00,5914,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-DznPKL-QrN6r0,DIRECCION HOSPITAL DR. ENRIQUE AGUILAR CERRATO
ocds-lcuori-5915,ocds-lcuori-5915/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T11:32:00-06:00,5915,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-DznPKL-QrN6r0,DIRECCION HOSPITAL DR. ENRIQUE AGUILAR CERRATO
ocds-lcuori-5918,ocds-lcuori-5918/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T14:19:44-06:00,5918,goodsOrServices,Convenio Marco,open,contract,tender,by46gr-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-5919,ocds-lcuori-5919/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T14:22:34-06:00,5919,goodsOrServices,Convenio Marco,open,contract,tender,by46gr-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-5917,ocds-lcuori-5917/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T14:08:39-06:00,5917,goodsOrServices,Convenio Marco,open,contract,tender,lzWWvz-byP1K8-byP1K8,ADMINISTRACION
ocds-lcuori-5922,ocds-lcuori-5922/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T15:38:17-06:00,5922,goodsOrServices,Convenio Marco,open,contract,tender,NzBWWy-byP1K8-az8Qyd,INDUSTRIA MILITAR DE LAS FUERZAS ARMADAS IMFFAA
ocds-lcuori-5928,ocds-lcuori-5928/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T16:09:29-06:00,5928,goodsOrServices,Convenio Marco,open,contract,tender,nz04Yz-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-5929,ocds-lcuori-5929/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T16:17:46-06:00,5929,goodsOrServices,Convenio Marco,open,contract,tender,nz04Yz-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-5930,ocds-lcuori-5930/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T16:24:06-06:00,5930,goodsOrServices,Convenio Marco,open,contract,tender,nz04Yz-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-5921,ocds-lcuori-5921/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T15:32:23-06:00,5921,goodsOrServices,Convenio Marco,open,contract,tender,lzWWvz-byP1K8-byP1K8,ADMINISTRACION
ocds-lcuori-5923,ocds-lcuori-5923/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T15:47:06-06:00,5923,goodsOrServices,Convenio Marco,open,contract,tender,xK3GbK-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-5924,ocds-lcuori-5924/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T15:58:36-06:00,5924,goodsOrServices,Convenio Marco,open,contract,tender,nz04Yz-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-5925,ocds-lcuori-5925/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-07-08T15:58:48-06:00,5925,goodsOrServices,Convenio Marco,open,contract,tender,xK3GbK-byP1K8-byP1K8,GERENCIA GENERAL
