ocid,id,language,publisher/name,date,tender/id,tender/localProcurementCategory,tender/procurementMethodDetails,tender/procurementMethod,tag,initiationType,buyer/id,buyer/name
ocds-lcuori-6349,ocds-lcuori-6349/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T09:34:43-06:00,6349,goodsOrServices,Convenio Marco,open,contract,tender,VyMJlK-byP1K8-wr1v3z,SECRETARIA GENERAL
ocds-lcuori-6347,ocds-lcuori-6347/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T09:30:01-06:00,6347,goodsOrServices,Convenio Marco,open,contract,tender,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-6351,ocds-lcuori-6351/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T09:55:59-06:00,6351,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-6zmxro-NrAEr4,DIRECCION HOSPITAL MARIO CATARINO RIVAS
ocds-lcuori-6352,ocds-lcuori-6352/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T10:05:40-06:00,6352,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-6zmxro-NrAEr4,DIRECCION HOSPITAL MARIO CATARINO RIVAS
ocds-lcuori-6353,ocds-lcuori-6353/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T10:12:01-06:00,6353,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-6zmxro-NrAEr4,DIRECCION HOSPITAL MARIO CATARINO RIVAS
ocds-lcuori-6354,ocds-lcuori-6354/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T10:19:37-06:00,6354,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-6zmxro-NrAEr4,DIRECCION HOSPITAL MARIO CATARINO RIVAS
ocds-lcuori-6356,ocds-lcuori-6356/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T11:29:33-06:00,6356,goodsOrServices,Convenio Marco,open,contract,tender,NzBwJy-byP1K8-NzBWyw,DIRECCION DE ADMINISTRACION
ocds-lcuori-6359,ocds-lcuori-6359/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T11:56:53-06:00,6359,goodsOrServices,Convenio Marco,open,contract,tender,wrL9Pz-byP1K8-6Kdoye,SUBGERENCIA ADMINISTRATIVA
ocds-lcuori-6361,ocds-lcuori-6361/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T12:05:28-06:00,6361,goodsOrServices,Convenio Marco,open,contract,tender,wrL9Pz-byP1K8-6Kdoye,SUBGERENCIA ADMINISTRATIVA
ocds-lcuori-6357,ocds-lcuori-6357/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T11:49:54-06:00,6357,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-by4Gzd-RyYNKL,DIRECCION HOSPITAL GABRIELA ALVARADO
ocds-lcuori-6358,ocds-lcuori-6358/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T11:49:58-06:00,6358,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-by4Gzd-RyYNKL,DIRECCION HOSPITAL GABRIELA ALVARADO
ocds-lcuori-6713,ocds-lcuori-6713/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-28T11:56:36-06:00,6713,goodsOrServices,Convenio Marco,open,contract,tender,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-6363,ocds-lcuori-6363/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T12:11:33-06:00,6363,goodsOrServices,Convenio Marco,open,contract,tender,wrL9Pz-byP1K8-6Kdoye,SUBGERENCIA ADMINISTRATIVA
ocds-lcuori-6364,ocds-lcuori-6364/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T12:14:34-06:00,6364,goodsOrServices,Convenio Marco,open,contract,tender,wrL9Pz-byP1K8-6Kdoye,SUBGERENCIA ADMINISTRATIVA
ocds-lcuori-6365,ocds-lcuori-6365/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T13:45:13-06:00,6365,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-6zmxro-NrAEr4,DIRECCION HOSPITAL MARIO CATARINO RIVAS
ocds-lcuori-6367,ocds-lcuori-6367/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T13:59:37-06:00,6367,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-6zmxro-NrAEr4,DIRECCION HOSPITAL MARIO CATARINO RIVAS
ocds-lcuori-6369,ocds-lcuori-6369/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T15:08:14-06:00,6369,goodsOrServices,Convenio Marco,open,contract,tender,by46gr-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-6370,ocds-lcuori-6370/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T15:13:52-06:00,6370,goodsOrServices,Convenio Marco,open,contract,tender,by46gr-byP1K8-byP1K8,GERENCIA GENERAL
ocds-lcuori-6371,ocds-lcuori-6371/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T16:02:22-06:00,6371,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-VyOdKM,UNIDAD DE MODERNIZACION Y REFORMA INSTITUCIONAL
ocds-lcuori-6373,ocds-lcuori-6373/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T16:04:39-06:00,6373,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-VyOdKM,UNIDAD DE MODERNIZACION Y REFORMA INSTITUCIONAL
ocds-lcuori-6377,ocds-lcuori-6377/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T23:09:25-06:00,6377,goodsOrServices,Convenio Marco,open,contract,tender,prbvrM-byP1K8-byP1K8,DIRECCION Y COORDINACION DE ACTIVIDADES CENTRALES
ocds-lcuori-6376,ocds-lcuori-6376/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T22:56:32-06:00,6376,goodsOrServices,Convenio Marco,open,contract,tender,prbvrM-byP1K8-byP1K8,DIRECCION Y COORDINACION DE ACTIVIDADES CENTRALES
ocds-lcuori-6378,ocds-lcuori-6378/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T23:16:56-06:00,6378,goodsOrServices,Convenio Marco,open,contract,tender,prbvrM-byP1K8-byP1K8,DIRECCION Y COORDINACION DE ACTIVIDADES CENTRALES
ocds-lcuori-6379,ocds-lcuori-6379/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T23:23:18-06:00,6379,goodsOrServices,Convenio Marco,open,contract,tender,prbvrM-byP1K8-byP1K8,DIRECCION Y COORDINACION DE ACTIVIDADES CENTRALES
ocds-lcuori-6380,ocds-lcuori-6380/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T23:26:18-06:00,6380,goodsOrServices,Convenio Marco,open,contract,tender,prbvrM-byP1K8-byP1K8,DIRECCION Y COORDINACION DE ACTIVIDADES CENTRALES
ocds-lcuori-6381,ocds-lcuori-6381/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-12T23:28:34-06:00,6381,goodsOrServices,Convenio Marco,open,contract,tender,prbvrM-byP1K8-byP1K8,DIRECCION Y COORDINACION DE ACTIVIDADES CENTRALES
ocds-lcuori-6714,ocds-lcuori-6714/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-28T12:19:55-06:00,6714,goodsOrServices,Convenio Marco,open,contract,tender,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-6385,ocds-lcuori-6385/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-13T10:04:38-06:00,6385,goodsOrServices,Convenio Marco,open,contract,tender,prb3pz-byP1K8-NzBWyw,DEPARTAMENTO DE SEGURIDAD MARITIMA
ocds-lcuori-6384,ocds-lcuori-6384/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-13T09:46:57-06:00,6384,goodsOrServices,Convenio Marco,open,contract,tender,gywRvz-byP1K8-lzWOzp,DIRECCION GENERAL DE EMPLEO
ocds-lcuori-6386,ocds-lcuori-6386/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-13T10:05:43-06:00,6386,goodsOrServices,Convenio Marco,open,contract,tender,BzX9ny-byP1K8-byP1K8,PROCURADURIA GENERAL DE LA REPUBLICA
ocds-lcuori-6388,ocds-lcuori-6388/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-13T11:24:34-06:00,6388,goodsOrServices,Convenio Marco,open,contract,tender,nz0RKj-byP1K8-byP1K8,OFICINA DE ADMINISTRACION
ocds-lcuori-6390,ocds-lcuori-6390/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-13T13:47:45-06:00,6390,goodsOrServices,Convenio Marco,open,contract,tender,nz04Yz-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-6392,ocds-lcuori-6392/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-13T14:44:30-06:00,6392,goodsOrServices,Convenio Marco,open,contract,tender,ero6KM-byP1K8-byP1K8,DIRECCION DE ADMINISTRACION
ocds-lcuori-6393,ocds-lcuori-6393/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-13T14:50:55-06:00,6393,goodsOrServices,Convenio Marco,open,contract,tender,ero6KM-byP1K8-byP1K8,DIRECCION DE ADMINISTRACION
ocds-lcuori-6394,ocds-lcuori-6394/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-13T15:28:33-06:00,6394,goodsOrServices,Convenio Marco,open,contract,tender,VyO8gK-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-6397,ocds-lcuori-6397/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T09:34:39-06:00,6397,goodsOrServices,Convenio Marco,open,contract,tender,7zvjMz-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-6395,ocds-lcuori-6395/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-13T16:21:20-06:00,6395,goodsOrServices,Convenio Marco,open,contract,tender,VyO8gK-NzBWyw-by4Gzd,DIRECCION ADMINISTRATIVA
ocds-lcuori-6396,ocds-lcuori-6396/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T09:31:45-06:00,6396,goodsOrServices,Convenio Marco,open,contract,tender,7zvjMz-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-6400,ocds-lcuori-6400/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T10:16:34-06:00,6400,goodsOrServices,Convenio Marco,open,contract,tender,nz0RKj-byP1K8-byP1K8,OFICINA DE ADMINISTRACION
ocds-lcuori-6401,ocds-lcuori-6401/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T10:21:21-06:00,6401,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-6zmxro,ADMINISTRACION DE BIENES NACIONALES
ocds-lcuori-6402,ocds-lcuori-6402/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T10:42:38-06:00,6402,goodsOrServices,Convenio Marco,open,contract,tender,VyMJlK-byP1K8-wr1v3z,SECRETARIA GENERAL
ocds-lcuori-6407,ocds-lcuori-6407/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T13:03:01-06:00,6407,goodsOrServices,Convenio Marco,open,contract,tender,NzBWyw-byP1K8-byP1K8,COORDINACION  SUPERIOR EJECUTIVA
ocds-lcuori-6409,ocds-lcuori-6409/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T13:20:38-06:00,6409,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-qyVbya,ONCAE
ocds-lcuori-6405,ocds-lcuori-6405/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T11:29:28-06:00,6405,goodsOrServices,Convenio Marco,open,contract,tender,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-6411,ocds-lcuori-6411/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T13:31:24-06:00,6411,goodsOrServices,Convenio Marco,open,contract,tender,lzWWvz-byP1K8-byP1K8,ADMINISTRACION
ocds-lcuori-6412,ocds-lcuori-6412/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T13:40:11-06:00,6412,goodsOrServices,Convenio Marco,open,contract,tender,nz0RKj-byP1K8-byP1K8,OFICINA DE ADMINISTRACION
ocds-lcuori-6413,ocds-lcuori-6413/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T13:45:39-06:00,6413,goodsOrServices,Convenio Marco,open,contract,tender,nz0RKj-byP1K8-byP1K8,OFICINA DE ADMINISTRACION
ocds-lcuori-6414,ocds-lcuori-6414/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T14:06:05-06:00,6414,goodsOrServices,Convenio Marco,open,contract,tender,7zvjMz-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-6415,ocds-lcuori-6415/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T14:14:12-06:00,6415,goodsOrServices,Convenio Marco,open,contract,tender,7zvjMz-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-6416,ocds-lcuori-6416/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-14T15:36:48-06:00,6416,goodsOrServices,Convenio Marco,open,contract,tender,nz04Yz-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-6423,ocds-lcuori-6423/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T08:11:50-06:00,6423,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-wrLByx-NzBWyw,DIRECCION INSTITUTO NACIONAL DEL TORAX
ocds-lcuori-6424,ocds-lcuori-6424/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T08:23:20-06:00,6424,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-wrLByx-NzBWyw,DIRECCION INSTITUTO NACIONAL DEL TORAX
ocds-lcuori-6425,ocds-lcuori-6425/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T09:34:37-06:00,6425,goodsOrServices,Convenio Marco,open,contract,tender,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-6427,ocds-lcuori-6427/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T09:47:45-06:00,6427,goodsOrServices,Convenio Marco,open,contract,tender,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-6431,ocds-lcuori-6431/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T10:10:09-06:00,6431,goodsOrServices,Convenio Marco,open,contract,tender,gywRvz-byP1K8-lzWOzp,DIRECCION GENERAL DE EMPLEO
ocds-lcuori-6429,ocds-lcuori-6429/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T09:54:00-06:00,6429,goodsOrServices,Convenio Marco,open,contract,tender,gywRvz-byP1K8-lzWOzp,DIRECCION GENERAL DE EMPLEO
ocds-lcuori-6430,ocds-lcuori-6430/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T09:58:46-06:00,6430,goodsOrServices,Convenio Marco,open,contract,tender,gywRvz-byP1K8-lzWOzp,DIRECCION GENERAL DE EMPLEO
ocds-lcuori-6433,ocds-lcuori-6433/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T10:34:18-06:00,6433,goodsOrServices,Convenio Marco,open,contract,tender,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-6434,ocds-lcuori-6434/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T10:37:09-06:00,6434,goodsOrServices,Convenio Marco,open,contract,tender,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-6435,ocds-lcuori-6435/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T10:40:00-06:00,6435,goodsOrServices,Convenio Marco,open,contract,tender,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-6441,ocds-lcuori-6441/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T11:00:07-06:00,6441,goodsOrServices,Convenio Marco,open,contract,tender,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-6437,ocds-lcuori-6437/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T10:44:00-06:00,6437,goodsOrServices,Convenio Marco,open,contract,tender,RyYx4z-wr13yl-wr13yl,GERENECIA DE MATERIALES Y SUMINISTROS
ocds-lcuori-6438,ocds-lcuori-6438/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T10:45:58-06:00,6438,goodsOrServices,Convenio Marco,open,contract,tender,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-6439,ocds-lcuori-6439/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T10:55:45-06:00,6439,goodsOrServices,Convenio Marco,open,contract,tender,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-6444,ocds-lcuori-6444/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T11:16:44-06:00,6444,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA
ocds-lcuori-6445,ocds-lcuori-6445/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T12:14:03-06:00,6445,goodsOrServices,Convenio Marco,open,contract,tender,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-6446,ocds-lcuori-6446/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T14:08:14-06:00,6446,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-5zp8zA,TESORERIA GENERAL DE LA REPUBLICA
ocds-lcuori-6448,ocds-lcuori-6448/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T14:12:05-06:00,6448,goodsOrServices,Convenio Marco,open,contract,tender,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-6449,ocds-lcuori-6449/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T14:16:31-06:00,6449,goodsOrServices,Convenio Marco,open,contract,tender,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-6453,ocds-lcuori-6453/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T14:34:46-06:00,6453,goodsOrServices,Convenio Marco,open,contract,tender,NzBkRy-byP1K8-byP1K8,VICE RECTORIA ADMINISTRATIVA
ocds-lcuori-6454,ocds-lcuori-6454/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T14:54:43-06:00,6454,goodsOrServices,Convenio Marco,open,contract,tender,NzBWyw-byP1K8-byP1K8,COORDINACION  SUPERIOR EJECUTIVA
ocds-lcuori-6455,ocds-lcuori-6455/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T15:01:48-06:00,6455,goodsOrServices,Convenio Marco,open,contract,tender,NzBWyw-byP1K8-byP1K8,COORDINACION  SUPERIOR EJECUTIVA
ocds-lcuori-6457,ocds-lcuori-6457/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T15:12:47-06:00,6457,goodsOrServices,Convenio Marco,open,contract,tender,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-6458,ocds-lcuori-6458/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T15:24:04-06:00,6458,goodsOrServices,Convenio Marco,open,contract,tender,NzBWyw-byP1K8-byP1K8,COORDINACION  SUPERIOR EJECUTIVA
ocds-lcuori-6459,ocds-lcuori-6459/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T15:29:05-06:00,6459,goodsOrServices,Convenio Marco,open,contract,tender,NzBWyw-byP1K8-byP1K8,COORDINACION  SUPERIOR EJECUTIVA
ocds-lcuori-6463,ocds-lcuori-6463/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-18T09:44:51-06:00,6463,goodsOrServices,Convenio Marco,open,contract,tender,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-6461,ocds-lcuori-6461/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-17T16:44:27-06:00,6461,goodsOrServices,Convenio Marco,open,contract,tender,OzGxvy-byP1K8-byP1K8,OFICINA  PRINCIPAL
ocds-lcuori-6464,ocds-lcuori-6464/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-18T09:51:21-06:00,6464,goodsOrServices,Convenio Marco,open,contract,tender,byPdJy-byP1K8-byP1K8,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-6465,ocds-lcuori-6465/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-18T09:53:48-06:00,6465,goodsOrServices,Convenio Marco,open,contract,tender,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-6470,ocds-lcuori-6470/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-18T10:27:24-06:00,6470,goodsOrServices,Convenio Marco,open,contract,tender,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-6467,ocds-lcuori-6467/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-18T10:14:22-06:00,6467,goodsOrServices,Convenio Marco,open,contract,tender,NzBo0y-byP1K8-by4Gzd,SUBGERENCIA AREA ADMINISTRATIVA
ocds-lcuori-6468,ocds-lcuori-6468/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-18T10:21:55-06:00,6468,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-JyjxrP,UNIDAD ADMINISTRADORA DE PROYECTOS
ocds-lcuori-6474,ocds-lcuori-6474/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-18T10:41:44-06:00,6474,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-6475,ocds-lcuori-6475/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-18T10:58:04-06:00,6475,goodsOrServices,Convenio Marco,open,contract,tender,lzlBXK-RyYjNK-wrL0Br,DIRECCION METROPOLITANA DE TEGUCIGALPA
ocds-lcuori-6472,ocds-lcuori-6472/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-18T10:38:04-06:00,6472,goodsOrServices,Convenio Marco,open,contract,tender,byPeXK-byP1K8-RyYNKL,SECRETARIA DE ADMINISTRACION Y FINANZAS
ocds-lcuori-6477,ocds-lcuori-6477/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-18T11:07:59-06:00,6477,goodsOrServices,Convenio Marco,open,contract,tender,nz04Yz-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-6478,ocds-lcuori-6478/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-18T11:12:54-06:00,6478,goodsOrServices,Convenio Marco,open,contract,tender,nz04Yz-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-6479,ocds-lcuori-6479/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-18T11:13:34-06:00,6479,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-6Kdoye,EVALUACION  SEGUIMIENTO LIQUIDACION DE DESCENTRALIZADAS
ocds-lcuori-6480,ocds-lcuori-6480/3-contract,es,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,2015-08-18T11:17:27-06:00,6480,goodsOrServices,Convenio Marco,open,contract,tender,BzXX7z-byP1K8-6Kdoye,EVALUACION  SEGUIMIENTO LIQUIDACION DE DESCENTRALIZADAS
