ocid,id,contracts/0/id,contracts/0/guarantees/0/id,contracts/0/guarantees/0/guaranteeType,contracts/0/guarantees/0/guarantor/id,contracts/0/guarantees/0/guarantor/name
ocds-lcuori-7GXMRV-LP-014-DGOP-OOUU. -2019-2,ocds-lcuori-7GXMRV-LP-014-DGOP-OOUU. -2019-2/2,7GXMRV-029-CO-DGOP-INSEP-2019,7GXMRV-029-CO-DGOP-INSEP-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-ZGqW9r-LPN-011-IPM-2019-2,ocds-lcuori-ZGqW9r-LPN-011-IPM-2019-2/5,ZGqW9r-LPN-011-IPM-2019,ZGqW9r-LPN-011-IPM-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-085-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-085-2019-1/4,vGZKAR-UTM CONT 175-2019,vGZKAR-UTM CONT 175-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-16-2019-2,ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-16-2019-2/4,mGE4eL-67206,mGE4eL-67206,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-yRlaDr-LP. 009-2019-RSDCH-2,ocds-lcuori-yRlaDr-LP. 009-2019-RSDCH-2/4,yRlaDr-009-2019,yRlaDr-009-2019,check,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-PLeQ0L-CON-MEP-041-19-1,ocds-lcuori-PLeQ0L-CON-MEP-041-19-1/6,PLeQ0L-CON-MEP-041-19,PLeQ0L-CON-MEP-041-19,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-PLeQ0L-CON-MEP-049-19-1,ocds-lcuori-PLeQ0L-CON-MEP-049-19-1/7,PLeQ0L-CON-MEP-049-19,PLeQ0L-CON-MEP-049-19,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-081-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-081-2019-1/4,vGZKAR-UTM CONT 171-2019,vGZKAR-UTM CONT 171-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7GXmzR-LP-003-2019 CCIVS -2,ocds-lcuori-7GXmzR-LP-003-2019 CCIVS -2/9,7GXmzR-P8-009-2019 CCIVS,7GXmzR-P8-009-2019 CCIVS,suretyBond,GkG1DLQ,Seguros del País S.A.
ocds-lcuori-7rBxpG-LPublica-No.26-2019-2,ocds-lcuori-7rBxpG-LPublica-No.26-2019-2/4,7rBxpG-084-2019,7rBxpG-084-2019,suretyBond,GWRzbRe,Seguros Continental S.A.
ocds-lcuori-7rBxpG-BCH-CM-T12383-2019-1,ocds-lcuori-7rBxpG-BCH-CM-T12383-2019-1/4,7rBxpG-070-2019,7rBxpG-070-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-066-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-066-2019-1/4,vGZKAR-UTM CONT 162-2019,vGZKAR-UTM CONT 162-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-083-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-083-2019-1/4,vGZKAR-UTM CONT 173-2019,vGZKAR-UTM CONT 173-2019,suretyBond,G7GXMRV,Banco del País S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-084-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-084-2019-1/4,vGZKAR-UTM CONT 174-2019,vGZKAR-UTM CONT 174-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-WRz0xL-LPN-SAR-015-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-015-2019-2/6,WRz0xL-SAR-DNAF-034-2019,WRz0xL-SAR-DNAF-034-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-068-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-068-2019-1/4,vGZKAR-UTM CONT 164-2019,vGZKAR-UTM CONT 164-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-069-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-069-2019-1/4,vGZKAR-UTM CONT 165-2019,vGZKAR-UTM CONT 165-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-19-2019-2,ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-19-2019-2/7,mGE4eL-67331,mGE4eL-67331,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-070-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-070-2019-1/4,vGZKAR-UTM CONT 166-2019,vGZKAR-UTM CONT 166-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-03-2019 3er PROCESO-2,ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-03-2019 3er PROCESO-2/4,mGE4eL-66684,mGE4eL-66684,suretyBond,GgrxELe,Equidad Compañía de Seguros S.A.
ocds-lcuori-kR2qdG-LP-010-HRSC-2019-2,ocds-lcuori-kR2qdG-LP-010-HRSC-2019-2/6,kR2qdG-32-2019,kR2qdG-32-2019,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-vGZKAR-CM-AMD-UTM-074-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-074-2019-1/4,vGZKAR-UTM CONT 169-2019,vGZKAR-UTM CONT 169-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-MLQnAG-LPriv N°022-2019-HGS-2,ocds-lcuori-MLQnAG-LPriv N°022-2019-HGS-2/5,MLQnAG-LPriv N°022-2019-HGS-2,MLQnAG-LPriv N°022-2019-HGS-2,suretyBond,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-kR2qdG-LP-011-HRSC-2019-2,ocds-lcuori-kR2qdG-LP-011-HRSC-2019-2/6,kR2qdG-33-2019,kR2qdG-33-2019,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-kR05rP-LPR-019-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-019-UDEIP-INSEP-2019-2/4,kR05rP-LPR-019-UDEIP-INSEP-2019,kR05rP-LPR-019-UDEIP-INSEP-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-kR2qdG-LP-012-HRSC-2019-2,ocds-lcuori-kR2qdG-LP-012-HRSC-2019-2/6,kR2qdG-34-2019,kR2qdG-34-2019,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-1RaEMR-LP-HJMG-017-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-017-2019-2/4,1RaEMR-LP-HJMG-017-2019-A,1RaEMR-LP-HJMG-017-2019-A,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-1RaEMR-LP-HJMG-017-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-017-2019-2/4,1RaEMR-LP-HJMG-017-2019-B,1RaEMR-LP-HJMG-017-2019-B,check,GXRbOrV,Banco de Occidente S.A.
ocds-lcuori-1RaEMR-LP-HJMG-017-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-017-2019-2/4,1RaEMR-LP-HJMG-017-2019-C,1RaEMR-LP-HJMG-017-2019-C,check,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-PLeQ0L-CON-MEP-058-19-1,ocds-lcuori-PLeQ0L-CON-MEP-058-19-1/6,PLeQ0L-CON-MEP-058-19,PLeQ0L-CON-MEP-058-19,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-kR05rP-LPR-020-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-020-UDEIP-INSEP-2019-2/4,kR05rP-LPR-020-UDEIP-INSEP-2019,kR05rP-LPR-020-UDEIP-INSEP-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-kR05rP-LPR-021-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-021-UDEIP-INSEP-2019-2/4,kR05rP-LPR-021-UDEIP-INSEP-2019,kR05rP-LPR-021-UDEIP-INSEP-2019,suretyBond,GWRzbRe,Seguros Continental S.A.
ocds-lcuori-kR05rP-LPR-022-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-022-UDEIP-INSEP-2019-2/4,kR05rP-LPR-022-UDEIP-INSEP-2019,kR05rP-LPR-022-UDEIP-INSEP-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-kR05rP-LPR-024-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-024-UDEIP-INSEP-2019-2/4,kR05rP-LPR-024-UDEIP-INSEP-2019,kR05rP-LPR-024-UDEIP-INSEP-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-kR2qdG-LP-013-HRSC-2019-2,ocds-lcuori-kR2qdG-LP-013-HRSC-2019-2/5,kR2qdG-35-2019,kR2qdG-35-2019,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-kR05rP-LPR-025-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-025-UDEIP-INSEP-2019-2/5,kR05rP-LPR-025-UDEIP-INSEP-2019,kR05rP-LPR-025-UDEIP-INSEP-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-kR05rP-LPR-026-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-026-UDEIP-INSEP-2019-2/4,kR05rP-LPR-026-UDEIP-INSEP-2019,kR05rP-LPR-026-UDEIP-INSEP-2019,suretyBond,GWRzbRe,Seguros Continental S.A.
ocds-lcuori-kR05rP-LPR-027-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-027-UDEIP-INSEP-2019-2/6,kR05rP-LPR-027-UDEIP-INSEP-2019,kR05rP-LPR-027-UDEIP-INSEP-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-kR05rP-LPR-028-UDEIP-INSEP-2019-2,ocds-lcuori-kR05rP-LPR-028-UDEIP-INSEP-2019-2/4,kR05rP-LPR-028-UDEIP-INSEP-2019,kR05rP-LPR-028-UDEIP-INSEP-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-kR2qdG-LP-014-HRSC-2019-2,ocds-lcuori-kR2qdG-LP-014-HRSC-2019-2/6,kR2qdG-36-2019,kR2qdG-36-2019,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-1RaEMR-LP-HJMG-015-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-015-2019-2/5,1RaEMR-LP-HJMG-015-2019-A,1RaEMR-LP-HJMG-015-2019-A,check,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-1RaEMR-LP-HJMG-015-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-015-2019-2/5,1RaEMR-LP-HJMG-015-2019-B,1RaEMR-LP-HJMG-015-2019-B,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-1RaEMR-LP-HJMG-015-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-015-2019-2/5,1RaEMR-LP-HJMG-015-2019-C,1RaEMR-LP-HJMG-015-2019-C,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-1RaEMR-LP-HJMG-015-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-015-2019-2/5,1RaEMR-LP-HJMG-015-2019-D,1RaEMR-LP-HJMG-015-2019-D,check,GPR85r9,"DAVIVIENDA HONDURAS, S. A. "
ocds-lcuori-1RaEMR-LP-HJMG-015-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-015-2019-2/5,1RaEMR-LP-HJMG-015-2019-E,1RaEMR-LP-HJMG-015-2019-E,check,GPR85r9,"DAVIVIENDA HONDURAS, S. A. "
ocds-lcuori-7GXmzR-CD-002-2019 CCIVS -2,ocds-lcuori-7GXmzR-CD-002-2019 CCIVS -2/8,7GXmzR-S3-10-08-2019,7GXmzR-S3-10-08-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7GXmzR-CD-002-2019 CCIVS -2,ocds-lcuori-7GXmzR-CD-002-2019 CCIVS -2/8,7GXmzR-S3-13-08-2019,7GXmzR-S3-13-08-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-1RaEMR-LP-014-HJMG-2019-2,ocds-lcuori-1RaEMR-LP-014-HJMG-2019-2/6,1RaEMR-LP-014-HJMG-2019-B,1RaEMR-LP-014-HJMG-2019-B,x_stateBonus,GPR85r9,"DAVIVIENDA HONDURAS, S. A. "
ocds-lcuori-1RaEMR-LP-014-HJMG-2019-2,ocds-lcuori-1RaEMR-LP-014-HJMG-2019-2/6,1RaEMR-LP-014-HJMG-2019-C,1RaEMR-LP-014-HJMG-2019-C,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-7GXmzR-CD-003-2019 CCIVS -2,ocds-lcuori-7GXmzR-CD-003-2019 CCIVS -2/7,7GXmzR-S3-11-08-2019,7GXmzR-S3-11-08-2019,check,GgGy4LO,Banco Banrural
ocds-lcuori-7GXmzR-CD-003-2019 CCIVS -2,ocds-lcuori-7GXmzR-CD-003-2019 CCIVS -2/7,7GXmzR-S5-07-08-2019,7GXmzR-S5-07-08-2019,check,GgGy4LO,Banco Banrural
ocds-lcuori-7GXmzR-CD-003-2019 CCIVS -2,ocds-lcuori-7GXmzR-CD-003-2019 CCIVS -2/7,7GXmzR-S9-06-08-2019,7GXmzR-S9-06-08-2019,check,GgGy4LO,Banco Banrural
ocds-lcuori-7GXmzR-CD-003-2019 CCIVS -2,ocds-lcuori-7GXmzR-CD-003-2019 CCIVS -2/7,7GXmzR-S9-08-08-2019,7GXmzR-S9-08-08-2019,check,GgGy4LO,Banco Banrural
ocds-lcuori-7GXmzR-CD-003-2019 CCIVS -2,ocds-lcuori-7GXmzR-CD-003-2019 CCIVS -2/7,7GXmzR-S9-09-08-2019,7GXmzR-S9-09-08-2019,check,GgGy4LO,Banco Banrural
ocds-lcuori-lRoK2R-LP-DARA-006-2019-2,ocds-lcuori-lRoK2R-LP-DARA-006-2019-2/6,lRoK2R-C-DARA-007-2019,lRoK2R-C-DARA-007-2019,suretyBond,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-7rBxpG-BCH-CM-T12079-2019-1,ocds-lcuori-7rBxpG-BCH-CM-T12079-2019-1/4,7rBxpG-078-2019,7rBxpG-078-2019,suretyBond,GWRzbRe,Seguros Continental S.A.
ocds-lcuori-PLeQ0L-CON-MEP-064-19-1,ocds-lcuori-PLeQ0L-CON-MEP-064-19-1/7,PLeQ0L-CON-MEP-064-19,PLeQ0L-CON-MEP-064-19,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-089-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-089-2019-1/3,vGZKAR-UTM CONT 192-2019,vGZKAR-UTM CONT 192-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-90-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-90-2019-1/3,vGZKAR-UTM CONT 193-2019,vGZKAR-UTM CONT 193-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-091-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-091-2019-1/3,vGZKAR-UTM CONT 240-2019,vGZKAR-UTM CONT 240-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-ERpaDr-LP-16-056-2019-2,ocds-lcuori-ERpaDr-LP-16-056-2019-2/3,ERpaDr-16-088-2019,ERpaDr-16-088-2019,check,GmrYzL9,Banco Financiera Centroamericana S.A.
ocds-lcuori-7GXmzR-LP-004-2019 CCIVS -2,ocds-lcuori-7GXmzR-LP-004-2019 CCIVS -2/5,7GXmzR-P8-012-2019 CCIVS,7GXmzR-P8-012-2019 CCIVS,suretyBond,GPR85r9,"DAVIVIENDA HONDURAS, S. A. "
ocds-lcuori-WRzj0R-LPN-003-2019-2,ocds-lcuori-WRzj0R-LPN-003-2019-2/4,WRzj0R-003-2019,WRzj0R-003-2019,suretyBond,G7GXMRV,Banco del País S.A.
ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-21-2019-2,ocds-lcuori-mGE4eL-LPN-IDECOAS-FHIS-21-2019-2/3,mGE4eL-67457,mGE4eL-67457,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-1RaEMR-LP-018-HJMG-2019-2,ocds-lcuori-1RaEMR-LP-018-HJMG-2019-2/3,1RaEMR-LP-018-HJMG-2019,1RaEMR-LP-018-HJMG-2019,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-grxXEr-L.P. 054-2019-2,ocds-lcuori-grxXEr-L.P. 054-2019-2/4,grxXEr-3374,grxXEr-3374,suretyBond,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-7GXMRV-LPN-003-DGOP-EE.PP.-2019-2,ocds-lcuori-7GXMRV-LPN-003-DGOP-EE.PP.-2019-2/5,7GXMRV-001-CO-DGOP-INSEP-2019,7GXMRV-001-CO-DGOP-INSEP-2019,suretyBond,GkG1DLQ,Seguros del País S.A.
ocds-lcuori-7GXMRV-LPN-004-DGOP-EE.PP.-2019-2,ocds-lcuori-7GXMRV-LPN-004-DGOP-EE.PP.-2019-2/6,7GXMRV-002-CO-DGOP-INSEP-2019,7GXMRV-002-CO-DGOP-INSEP-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-WRz0xL-LPN-SAR-016-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-016-2019-2/5,WRz0xL-SAR-DNAF-030-2019,WRz0xL-SAR-DNAF-030-2019,suretyBond,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-7rBxpG-BCH-CM-T12792-2019-1,ocds-lcuori-7rBxpG-BCH-CM-T12792-2019-1/3,7rBxpG-076-2019,7rBxpG-076-2019,suretyBond,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-08-2019-2,ocds-lcuori-mGE4eL-COT-IDECOAS-FHIS-08-2019-2/4,mGE4eL-67455,mGE4eL-67455,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-7rBxpG-LPublica No.29-2019-2,ocds-lcuori-7rBxpG-LPublica No.29-2019-2/4,7rBxpG-006-2020,7rBxpG-006-2020,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-7rBxpG-BCH-CM-T12793-2019-1,ocds-lcuori-7rBxpG-BCH-CM-T12793-2019-1/3,7rBxpG-077-2019,7rBxpG-077-2019,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-093-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-093-2019-1/3,vGZKAR-UTM CONT 195-2019,vGZKAR-UTM CONT 195-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-WRz0xL-LPN-SAR-017-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-017-2019-2/5,WRz0xL-SAR-DNAF-003-2020 ,WRz0xL-SAR-DNAF-003-2020 ,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-PLeQ0L-CON-MEP-069-19-1,ocds-lcuori-PLeQ0L-CON-MEP-069-19-1/4,PLeQ0L-CON-MEP-069-19,PLeQ0L-CON-MEP-069-19,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-ZGqW9r-LPN-0012-IPM-2019-2,ocds-lcuori-ZGqW9r-LPN-0012-IPM-2019-2/4,ZGqW9r-LPN-0012-IPM-2019,ZGqW9r-LPN-0012-IPM-2019,suretyBond,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-grxXEr-L.P. 059-2019-2,ocds-lcuori-grxXEr-L.P. 059-2019-2/3,grxXEr-3393,grxXEr-3393,check,GjRDVLk,Banco Continental S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-076-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-076-2019-1/4,vGZKAR-UTM CONT 170-2019,vGZKAR-UTM CONT 170-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-095-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-095-2019-1/3,vGZKAR-UTM CONT 197-2019,vGZKAR-UTM CONT 197-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-094-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-094-2019-1/3,vGZKAR-UTM CONT 196-2019,vGZKAR-UTM CONT 196-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-ZGqW9r-LPP-0005-IPM-2019-2,ocds-lcuori-ZGqW9r-LPP-0005-IPM-2019-2/5,ZGqW9r-LPP-0005-IPM-2019,ZGqW9r-LPP-0005-IPM-2019,suretyBond,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-7rBxpG-LPública No.31-2019-2,ocds-lcuori-7rBxpG-LPública No.31-2019-2/5,7rBxpG-007-2020,7rBxpG-007-2020,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-7rBxpG-LPública No.31-2019-2,ocds-lcuori-7rBxpG-LPública No.31-2019-2/5,7rBxpG-009-2020,7rBxpG-009-2020,suretyBond,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-107-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-107-2019-1/2,vGZKAR-UTM CONT 223-2019,vGZKAR-UTM CONT 223-2019,suretyBond,GkG1DLQ,Seguros del País S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-108-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-108-2019-1/2,vGZKAR-UTM CONT 224-2019,vGZKAR-UTM CONT 224-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-ERpaDr-LP57-2019-HEP-2,ocds-lcuori-ERpaDr-LP57-2019-HEP-2/2,ERpaDr-16-096-2019,ERpaDr-16-096-2019,check,GZGqwr0,Banco HSBC Honduras S.A 
ocds-lcuori-ERpaDr-LP16-58-19-HEP-2,ocds-lcuori-ERpaDr-LP16-58-19-HEP-2/2,ERpaDr-16-95-2019,ERpaDr-16-95-2019,check,GZGqwr0,Banco HSBC Honduras S.A 
ocds-lcuori-WRz0xL-LPN-SAR-019-2019-2,ocds-lcuori-WRz0xL-LPN-SAR-019-2019-2/3,WRz0xL-SAR-DNAF-028-2019,WRz0xL-SAR-DNAF-028-2019,suretyBond,GEr6JrN,Banco La Fise S.A.
ocds-lcuori-vGZKAR-CM-AMD-UTM-097-2019-1,ocds-lcuori-vGZKAR-CM-AMD-UTM-097-2019-1/2,vGZKAR-UTM CONT 200-2019,vGZKAR-UTM CONT 200-2019,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-1RaEMR-LP-HJMG-019-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-019-2019-2/2,1RaEMR-LP-HJMG-019-2019-A,1RaEMR-LP-HJMG-019-2019-A,check,GvGZwRM,Banco Financiera Comercial S.A.
ocds-lcuori-1RaEMR-LP-HJMG-019-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-019-2019-2/2,1RaEMR-LP-HJMG-019-2019-B,1RaEMR-LP-HJMG-019-2019-B,check,G8L4PLY,Banco de América Central de Honduras
ocds-lcuori-1RaEMR-LP-HJMG-019-2019-2,ocds-lcuori-1RaEMR-LP-HJMG-019-2019-2/2,1RaEMR-LP-HJMG-P19-2019-C,1RaEMR-LP-HJMG-P19-2019-C,check,G1RalG6,Banco Atlántida S.A.
ocds-lcuori-PLeQ0L-CON-MEP-083-19-1,ocds-lcuori-PLeQ0L-CON-MEP-083-19-1/2,PLeQ0L-CON-MEP-083-19,PLeQ0L-CON-MEP-083-19,suretyBond,GwrV3LP,Seguros Crefisa S.A.
ocds-lcuori-PLeQ0L-CON-MEP-084-19-1,ocds-lcuori-PLeQ0L-CON-MEP-084-19-1/2,PLeQ0L-CON-MEP-084-19,PLeQ0L-CON-MEP-084-19,suretyBond,GwrV3LP,Seguros Crefisa S.A.
